country;total_vaccinations;Date;vaccine
Argentina;18046791;26/12/2021;Sputnik V
Argentina;25155193;26/12/2021;Sinopharm/Beijing
Argentina;5438422;26/12/2021;Pfizer/BioNTech
Argentina;23826777;26/12/2021;Oxford/AstraZeneca
Argentina;3538780;26/12/2021;Moderna
Argentina;183721;26/12/2021;CanSino
Argentina;18042175;25/12/2021;Sputnik V
Argentina;25141923;25/12/2021;Sinopharm/Beijing
Argentina;5423603;25/12/2021;Pfizer/BioNTech
Argentina;23806859;25/12/2021;Oxford/AstraZeneca
Argentina;3538774;25/12/2021;Moderna
Argentina;183393;25/12/2021;CanSino
Argentina;18042115;24/12/2021;Sputnik V
Argentina;25141732;24/12/2021;Sinopharm/Beijing
Argentina;5423413;24/12/2021;Pfizer/BioNTech
Argentina;23806595;24/12/2021;Oxford/AstraZeneca
Argentina;3538773;24/12/2021;Moderna
Argentina;183387;24/12/2021;CanSino
Argentina;18040569;23/12/2021;Sputnik V
Argentina;25139133;23/12/2021;Sinopharm/Beijing
Argentina;5419316;23/12/2021;Pfizer/BioNTech
Argentina;23802254;23/12/2021;Oxford/AstraZeneca
Argentina;3538770;23/12/2021;Moderna
Argentina;183200;23/12/2021;CanSino
Argentina;18019336;22/12/2021;Sputnik V
Argentina;25078713;22/12/2021;Sinopharm/Beijing
Argentina;5350455;22/12/2021;Pfizer/BioNTech
Argentina;23717747;22/12/2021;Oxford/AstraZeneca
Argentina;3538747;22/12/2021;Moderna
Argentina;181703;22/12/2021;CanSino
Argentina;17991685;21/12/2021;Sputnik V
Argentina;24993613;21/12/2021;Sinopharm/Beijing
Argentina;5254559;21/12/2021;Pfizer/BioNTech
Argentina;23604096;21/12/2021;Oxford/AstraZeneca
Argentina;3538694;21/12/2021;Moderna
Argentina;179083;21/12/2021;CanSino
Argentina;17963197;20/12/2021;Sputnik V
Argentina;24905140;20/12/2021;Sinopharm/Beijing
Argentina;5153489;20/12/2021;Pfizer/BioNTech
Argentina;23475008;20/12/2021;Oxford/AstraZeneca
Argentina;3538612;20/12/2021;Moderna
Argentina;176019;20/12/2021;CanSino
Argentina;17935138;19/12/2021;Sputnik V
Argentina;24828068;19/12/2021;Sinopharm/Beijing
Argentina;5060487;19/12/2021;Pfizer/BioNTech
Argentina;23331711;19/12/2021;Oxford/AstraZeneca
Argentina;3538515;19/12/2021;Moderna
Argentina;173879;19/12/2021;CanSino
Argentina;17928311;18/12/2021;Sputnik V
Argentina;24806735;18/12/2021;Sinopharm/Beijing
Argentina;5036811;18/12/2021;Pfizer/BioNTech
Argentina;23291584;18/12/2021;Oxford/AstraZeneca
Argentina;3538512;18/12/2021;Moderna
Argentina;173775;18/12/2021;CanSino
Argentina;17914101;17/12/2021;Sputnik V
Argentina;24764383;17/12/2021;Sinopharm/Beijing
Argentina;4997166;17/12/2021;Pfizer/BioNTech
Argentina;23226600;17/12/2021;Oxford/AstraZeneca
Argentina;3538492;17/12/2021;Moderna
Argentina;173485;17/12/2021;CanSino
Argentina;17883106;16/12/2021;Sputnik V
Argentina;24688973;16/12/2021;Sinopharm/Beijing
Argentina;4929888;16/12/2021;Pfizer/BioNTech
Argentina;23073097;16/12/2021;Oxford/AstraZeneca
Argentina;3538325;16/12/2021;Moderna
Argentina;171895;16/12/2021;CanSino
Argentina;17849218;15/12/2021;Sputnik V
Argentina;24601126;15/12/2021;Sinopharm/Beijing
Argentina;4862772;15/12/2021;Pfizer/BioNTech
Argentina;22899344;15/12/2021;Oxford/AstraZeneca
Argentina;3538235;15/12/2021;Moderna
Argentina;170203;15/12/2021;CanSino
Argentina;17816162;14/12/2021;Sputnik V
Argentina;24516894;14/12/2021;Sinopharm/Beijing
Argentina;4792827;14/12/2021;Pfizer/BioNTech
Argentina;22707681;14/12/2021;Oxford/AstraZeneca
Argentina;3538143;14/12/2021;Moderna
Argentina;168797;14/12/2021;CanSino
Argentina;17784586;13/12/2021;Sputnik V
Argentina;24419761;13/12/2021;Sinopharm/Beijing
Argentina;4724546;13/12/2021;Pfizer/BioNTech
Argentina;22571342;13/12/2021;Oxford/AstraZeneca
Argentina;3538046;13/12/2021;Moderna
Argentina;165583;13/12/2021;CanSino
Argentina;17753509;12/12/2021;Sputnik V
Argentina;24326647;12/12/2021;Sinopharm/Beijing
Argentina;4664566;12/12/2021;Pfizer/BioNTech
Argentina;22435714;12/12/2021;Oxford/AstraZeneca
Argentina;3538023;12/12/2021;Moderna
Argentina;161368;12/12/2021;CanSino
Argentina;17745079;11/12/2021;Sputnik V
Argentina;24305540;11/12/2021;Sinopharm/Beijing
Argentina;4647306;11/12/2021;Pfizer/BioNTech
Argentina;22385678;11/12/2021;Oxford/AstraZeneca
Argentina;3538015;11/12/2021;Moderna
Argentina;161284;11/12/2021;CanSino
Argentina;17734269;10/12/2021;Sputnik V
Argentina;24258169;10/12/2021;Sinopharm/Beijing
Argentina;4612942;10/12/2021;Pfizer/BioNTech
Argentina;22326665;10/12/2021;Oxford/AstraZeneca
Argentina;3537996;10/12/2021;Moderna
Argentina;158260;10/12/2021;CanSino
Argentina;17709178;09/12/2021;Sputnik V
Argentina;24159174;09/12/2021;Sinopharm/Beijing
Argentina;4545037;09/12/2021;Pfizer/BioNTech
Argentina;22209382;09/12/2021;Oxford/AstraZeneca
Argentina;3537928;09/12/2021;Moderna
Argentina;154794;09/12/2021;CanSino
Argentina;17687182;08/12/2021;Sputnik V
Argentina;24063078;08/12/2021;Sinopharm/Beijing
Argentina;4481995;08/12/2021;Pfizer/BioNTech
Argentina;22093587;08/12/2021;Oxford/AstraZeneca
Argentina;3537816;08/12/2021;Moderna
Argentina;152330;08/12/2021;CanSino
Argentina;17676144;07/12/2021;Sputnik V
Argentina;24022566;07/12/2021;Sinopharm/Beijing
Argentina;4449653;07/12/2021;Pfizer/BioNTech
Argentina;22043457;07/12/2021;Oxford/AstraZeneca
Argentina;3537803;07/12/2021;Moderna
Argentina;152043;07/12/2021;CanSino
Argentina;17655079;06/12/2021;Sputnik V
Argentina;23876470;06/12/2021;Sinopharm/Beijing
Argentina;4384107;06/12/2021;Pfizer/BioNTech
Argentina;21943886;06/12/2021;Oxford/AstraZeneca
Argentina;3537701;06/12/2021;Moderna
Argentina;150662;06/12/2021;CanSino
Argentina;17634454;05/12/2021;Sputnik V
Argentina;23744817;05/12/2021;Sinopharm/Beijing
Argentina;4319411;05/12/2021;Pfizer/BioNTech
Argentina;21851372;05/12/2021;Oxford/AstraZeneca
Argentina;3537656;05/12/2021;Moderna
Argentina;149385;05/12/2021;CanSino
Argentina;17631541;04/12/2021;Sputnik V
Argentina;23702088;04/12/2021;Sinopharm/Beijing
Argentina;4297986;04/12/2021;Pfizer/BioNTech
Argentina;21822414;04/12/2021;Oxford/AstraZeneca
Argentina;3537656;04/12/2021;Moderna
Argentina;149245;04/12/2021;CanSino
Argentina;17620857;03/12/2021;Sputnik V
Argentina;23648959;03/12/2021;Sinopharm/Beijing
Argentina;4265070;03/12/2021;Pfizer/BioNTech
Argentina;21756525;03/12/2021;Oxford/AstraZeneca
Argentina;3537650;03/12/2021;Moderna
Argentina;148761;03/12/2021;CanSino
Argentina;17595599;02/12/2021;Sputnik V
Argentina;23532390;02/12/2021;Sinopharm/Beijing
Argentina;4203140;02/12/2021;Pfizer/BioNTech
Argentina;21647677;02/12/2021;Oxford/AstraZeneca
Argentina;3537560;02/12/2021;Moderna
Argentina;147564;02/12/2021;CanSino
Argentina;17570456;01/12/2021;Sputnik V
Argentina;23387733;01/12/2021;Sinopharm/Beijing
Argentina;4133749;01/12/2021;Pfizer/BioNTech
Argentina;21494668;01/12/2021;Oxford/AstraZeneca
Argentina;3537407;01/12/2021;Moderna
Argentina;145991;01/12/2021;CanSino
Argentina;17546708;30/11/2021;Sputnik V
Argentina;23264248;30/11/2021;Sinopharm/Beijing
Argentina;4070845;30/11/2021;Pfizer/BioNTech
Argentina;21327909;30/11/2021;Oxford/AstraZeneca
Argentina;3536987;30/11/2021;Moderna
Argentina;144625;30/11/2021;CanSino
Argentina;17521237;29/11/2021;Sputnik V
Argentina;23130654;29/11/2021;Sinopharm/Beijing
Argentina;3999309;29/11/2021;Pfizer/BioNTech
Argentina;21199941;29/11/2021;Oxford/AstraZeneca
Argentina;3527775;29/11/2021;Moderna
Argentina;143397;29/11/2021;CanSino
Argentina;17499697;28/11/2021;Sputnik V
Argentina;22981108;28/11/2021;Sinopharm/Beijing
Argentina;3942371;28/11/2021;Pfizer/BioNTech
Argentina;21079508;28/11/2021;Oxford/AstraZeneca
Argentina;3521252;28/11/2021;Moderna
Argentina;142146;28/11/2021;CanSino
Argentina;17495469;27/11/2021;Sputnik V
Argentina;22941090;27/11/2021;Sinopharm/Beijing
Argentina;3927073;27/11/2021;Pfizer/BioNTech
Argentina;21052575;27/11/2021;Oxford/AstraZeneca
Argentina;3518733;27/11/2021;Moderna
Argentina;142019;27/11/2021;CanSino
Argentina;17486868;26/11/2021;Sputnik V
Argentina;22877899;26/11/2021;Sinopharm/Beijing
Argentina;3898533;26/11/2021;Pfizer/BioNTech
Argentina;21001240;26/11/2021;Oxford/AstraZeneca
Argentina;3514255;26/11/2021;Moderna
Argentina;141759;26/11/2021;CanSino
Argentina;17469667;25/11/2021;Sputnik V
Argentina;22746471;25/11/2021;Sinopharm/Beijing
Argentina;3827927;25/11/2021;Pfizer/BioNTech
Argentina;20896551;25/11/2021;Oxford/AstraZeneca
Argentina;3508374;25/11/2021;Moderna
Argentina;140580;25/11/2021;CanSino
Argentina;17452783;24/11/2021;Sputnik V
Argentina;22617777;24/11/2021;Sinopharm/Beijing
Argentina;3755715;24/11/2021;Pfizer/BioNTech
Argentina;20799951;24/11/2021;Oxford/AstraZeneca
Argentina;3504613;24/11/2021;Moderna
Argentina;139646;24/11/2021;CanSino
Argentina;17435315;23/11/2021;Sputnik V
Argentina;22464301;23/11/2021;Sinopharm/Beijing
Argentina;3681774;23/11/2021;Pfizer/BioNTech
Argentina;20703842;23/11/2021;Oxford/AstraZeneca
Argentina;3500130;23/11/2021;Moderna
Argentina;138725;23/11/2021;CanSino
Argentina;17420122;22/11/2021;Sputnik V
Argentina;22317138;22/11/2021;Sinopharm/Beijing
Argentina;3602996;22/11/2021;Pfizer/BioNTech
Argentina;20614458;22/11/2021;Oxford/AstraZeneca
Argentina;3496326;22/11/2021;Moderna
Argentina;137791;22/11/2021;CanSino
Argentina;17415862;21/11/2021;Sputnik V
Argentina;22264344;21/11/2021;Sinopharm/Beijing
Argentina;3583347;21/11/2021;Pfizer/BioNTech
Argentina;20585522;21/11/2021;Oxford/AstraZeneca
Argentina;3495289;21/11/2021;Moderna
Argentina;137690;21/11/2021;CanSino
Argentina;17412858;20/11/2021;Sputnik V
Argentina;22211504;20/11/2021;Sinopharm/Beijing
Argentina;3573314;20/11/2021;Pfizer/BioNTech
Argentina;20559190;20/11/2021;Oxford/AstraZeneca
Argentina;3494499;20/11/2021;Moderna
Argentina;137618;20/11/2021;CanSino
Argentina;17405694;19/11/2021;Sputnik V
Argentina;22128428;19/11/2021;Sinopharm/Beijing
Argentina;3547655;19/11/2021;Pfizer/BioNTech
Argentina;20504415;19/11/2021;Oxford/AstraZeneca
Argentina;3492301;19/11/2021;Moderna
Argentina;137457;19/11/2021;CanSino
Argentina;17388063;18/11/2021;Sputnik V
Argentina;21915951;18/11/2021;Sinopharm/Beijing
Argentina;3483312;18/11/2021;Pfizer/BioNTech
Argentina;20416655;18/11/2021;Oxford/AstraZeneca
Argentina;3487039;18/11/2021;Moderna
Argentina;136432;18/11/2021;CanSino
Argentina;17372941;17/11/2021;Sputnik V
Argentina;21767316;17/11/2021;Sinopharm/Beijing
Argentina;3385864;17/11/2021;Pfizer/BioNTech
Argentina;20324598;17/11/2021;Oxford/AstraZeneca
Argentina;3481554;17/11/2021;Moderna
Argentina;135345;17/11/2021;CanSino
Argentina;17355472;16/11/2021;Sputnik V
Argentina;21642314;16/11/2021;Sinopharm/Beijing
Argentina;3262008;16/11/2021;Pfizer/BioNTech
Argentina;20230809;16/11/2021;Oxford/AstraZeneca
Argentina;3476534;16/11/2021;Moderna
Argentina;134343;16/11/2021;CanSino
Argentina;17334107;15/11/2021;Sputnik V
Argentina;21514426;15/11/2021;Sinopharm/Beijing
Argentina;3136708;15/11/2021;Pfizer/BioNTech
Argentina;20136561;15/11/2021;Oxford/AstraZeneca
Argentina;3469814;15/11/2021;Moderna
Argentina;133379;15/11/2021;CanSino
Argentina;17316937;14/11/2021;Sputnik V
Argentina;21417106;14/11/2021;Sinopharm/Beijing
Argentina;3014876;14/11/2021;Pfizer/BioNTech
Argentina;20046656;14/11/2021;Oxford/AstraZeneca
Argentina;3460552;14/11/2021;Moderna
Argentina;132523;14/11/2021;CanSino
Argentina;17316378;13/11/2021;Sputnik V
Argentina;21412177;13/11/2021;Sinopharm/Beijing
Argentina;3013342;13/11/2021;Pfizer/BioNTech
Argentina;20044376;13/11/2021;Oxford/AstraZeneca
Argentina;3460277;13/11/2021;Moderna
Argentina;132516;13/11/2021;CanSino
Argentina;17305558;12/11/2021;Sputnik V
Argentina;21364153;12/11/2021;Sinopharm/Beijing
Argentina;2982237;12/11/2021;Pfizer/BioNTech
Argentina;19948107;12/11/2021;Oxford/AstraZeneca
Argentina;3457457;12/11/2021;Moderna
Argentina;132294;12/11/2021;CanSino
Argentina;17284214;11/11/2021;Sputnik V
Argentina;21238662;11/11/2021;Sinopharm/Beijing
Argentina;2900331;11/11/2021;Pfizer/BioNTech
Argentina;19788871;11/11/2021;Oxford/AstraZeneca
Argentina;3451550;11/11/2021;Moderna
Argentina;131264;11/11/2021;CanSino
Argentina;17263002;10/11/2021;Sputnik V
Argentina;21125527;10/11/2021;Sinopharm/Beijing
Argentina;2837810;10/11/2021;Pfizer/BioNTech
Argentina;19610882;10/11/2021;Oxford/AstraZeneca
Argentina;3446415;10/11/2021;Moderna
Argentina;129984;10/11/2021;CanSino
Argentina;17243738;09/11/2021;Sputnik V
Argentina;21018195;09/11/2021;Sinopharm/Beijing
Argentina;2772337;09/11/2021;Pfizer/BioNTech
Argentina;19441495;09/11/2021;Oxford/AstraZeneca
Argentina;3440878;09/11/2021;Moderna
Argentina;128779;09/11/2021;CanSino
Argentina;17221440;08/11/2021;Sputnik V
Argentina;20849071;08/11/2021;Sinopharm/Beijing
Argentina;2697967;08/11/2021;Pfizer/BioNTech
Argentina;19369004;08/11/2021;Oxford/AstraZeneca
Argentina;3429180;08/11/2021;Moderna
Argentina;127513;08/11/2021;CanSino
Argentina;17201516;07/11/2021;Sputnik V
Argentina;20744832;07/11/2021;Sinopharm/Beijing
Argentina;2638106;07/11/2021;Pfizer/BioNTech
Argentina;19308813;07/11/2021;Oxford/AstraZeneca
Argentina;3425186;07/11/2021;Moderna
Argentina;126338;07/11/2021;CanSino
Argentina;17196018;06/11/2021;Sputnik V
Argentina;20690426;06/11/2021;Sinopharm/Beijing
Argentina;2590933;06/11/2021;Pfizer/BioNTech
Argentina;19289617;06/11/2021;Oxford/AstraZeneca
Argentina;3424090;06/11/2021;Moderna
Argentina;126167;06/11/2021;CanSino
Argentina;17186281;05/11/2021;Sputnik V
Argentina;20626864;05/11/2021;Sinopharm/Beijing
Argentina;2532642;05/11/2021;Pfizer/BioNTech
Argentina;19258806;05/11/2021;Oxford/AstraZeneca
Argentina;3420498;05/11/2021;Moderna
Argentina;125601;05/11/2021;CanSino
Argentina;17163325;04/11/2021;Sputnik V
Argentina;20478107;04/11/2021;Sinopharm/Beijing
Argentina;2469403;04/11/2021;Pfizer/BioNTech
Argentina;19190741;04/11/2021;Oxford/AstraZeneca
Argentina;3414749;04/11/2021;Moderna
Argentina;124202;04/11/2021;CanSino
Argentina;17137561;03/11/2021;Sputnik V
Argentina;20271088;03/11/2021;Sinopharm/Beijing
Argentina;2405325;03/11/2021;Pfizer/BioNTech
Argentina;19138509;03/11/2021;Oxford/AstraZeneca
Argentina;3407024;03/11/2021;Moderna
Argentina;122403;03/11/2021;CanSino
Argentina;17112304;02/11/2021;Sputnik V
Argentina;20081757;02/11/2021;Sinopharm/Beijing
Argentina;2344673;02/11/2021;Pfizer/BioNTech
Argentina;19074085;02/11/2021;Oxford/AstraZeneca
Argentina;3399322;02/11/2021;Moderna
Argentina;120506;02/11/2021;CanSino
Argentina;17086368;01/11/2021;Sputnik V
Argentina;19934425;01/11/2021;Sinopharm/Beijing
Argentina;2277746;01/11/2021;Pfizer/BioNTech
Argentina;19008100;01/11/2021;Oxford/AstraZeneca
Argentina;3387154;01/11/2021;Moderna
Argentina;118706;01/11/2021;CanSino
Argentina;17047392;31/10/2021;Sputnik V
Argentina;19815028;31/10/2021;Sinopharm/Beijing
Argentina;2199476;31/10/2021;Pfizer/BioNTech
Argentina;18955928;31/10/2021;Oxford/AstraZeneca
Argentina;3379481;31/10/2021;Moderna
Argentina;117165;31/10/2021;CanSino
Argentina;17036867;30/10/2021;Sputnik V
Argentina;19725042;30/10/2021;Sinopharm/Beijing
Argentina;2165792;30/10/2021;Pfizer/BioNTech
Argentina;18942853;30/10/2021;Oxford/AstraZeneca
Argentina;3377100;30/10/2021;Moderna
Argentina;117031;30/10/2021;CanSino
Argentina;17017892;29/10/2021;Sputnik V
Argentina;19675299;29/10/2021;Sinopharm/Beijing
Argentina;2138202;29/10/2021;Pfizer/BioNTech
Argentina;18913532;29/10/2021;Oxford/AstraZeneca
Argentina;3373909;29/10/2021;Moderna
Argentina;116748;29/10/2021;CanSino
Argentina;16974403;28/10/2021;Sputnik V
Argentina;19530835;28/10/2021;Sinopharm/Beijing
Argentina;2069438;28/10/2021;Pfizer/BioNTech
Argentina;18861808;28/10/2021;Oxford/AstraZeneca
Argentina;3359948;28/10/2021;Moderna
Argentina;115114;28/10/2021;CanSino
Argentina;16930207;27/10/2021;Sputnik V
Argentina;19374605;27/10/2021;Sinopharm/Beijing
Argentina;1978405;27/10/2021;Pfizer/BioNTech
Argentina;18817919;27/10/2021;Oxford/AstraZeneca
Argentina;3345074;27/10/2021;Moderna
Argentina;113648;27/10/2021;CanSino
Argentina;16886922;26/10/2021;Sputnik V
Argentina;19212200;26/10/2021;Sinopharm/Beijing
Argentina;1898095;26/10/2021;Pfizer/BioNTech
Argentina;18786283;26/10/2021;Oxford/AstraZeneca
Argentina;3337026;26/10/2021;Moderna
Argentina;111911;26/10/2021;CanSino
Argentina;16832670;25/10/2021;Sputnik V
Argentina;19058849;25/10/2021;Sinopharm/Beijing
Argentina;1736989;25/10/2021;Pfizer/BioNTech
Argentina;18756538;25/10/2021;Oxford/AstraZeneca
Argentina;3329120;25/10/2021;Moderna
Argentina;110152;25/10/2021;CanSino
Argentina;16776789;24/10/2021;Sputnik V
Argentina;18874304;24/10/2021;Sinopharm/Beijing
Argentina;1664535;24/10/2021;Pfizer/BioNTech
Argentina;18716190;24/10/2021;Oxford/AstraZeneca
Argentina;3319825;24/10/2021;Moderna
Argentina;108526;24/10/2021;CanSino
Argentina;16764859;23/10/2021;Sputnik V
Argentina;18763062;23/10/2021;Sinopharm/Beijing
Argentina;1650715;23/10/2021;Pfizer/BioNTech
Argentina;18709383;23/10/2021;Oxford/AstraZeneca
Argentina;3318161;23/10/2021;Moderna
Argentina;108390;23/10/2021;CanSino
Argentina;16735807;22/10/2021;Sputnik V
Argentina;18635381;22/10/2021;Sinopharm/Beijing
Argentina;1612443;22/10/2021;Pfizer/BioNTech
Argentina;18694384;22/10/2021;Oxford/AstraZeneca
Argentina;3312399;22/10/2021;Moderna
Argentina;107864;22/10/2021;CanSino
Argentina;16691550;21/10/2021;Sputnik V
Argentina;18378246;21/10/2021;Sinopharm/Beijing
Argentina;1503857;21/10/2021;Pfizer/BioNTech
Argentina;18663209;21/10/2021;Oxford/AstraZeneca
Argentina;3292858;21/10/2021;Moderna
Argentina;105792;21/10/2021;CanSino
Argentina;16650274;20/10/2021;Sputnik V
Argentina;18219782;20/10/2021;Sinopharm/Beijing
Argentina;1361604;20/10/2021;Pfizer/BioNTech
Argentina;18629278;20/10/2021;Oxford/AstraZeneca
Argentina;3252543;20/10/2021;Moderna
Argentina;103074;20/10/2021;CanSino
Argentina;16600456;19/10/2021;Sputnik V
Argentina;18075463;19/10/2021;Sinopharm/Beijing
Argentina;1184904;19/10/2021;Pfizer/BioNTech
Argentina;18597043;19/10/2021;Oxford/AstraZeneca
Argentina;3244542;19/10/2021;Moderna
Argentina;100491;19/10/2021;CanSino
Argentina;16546310;18/10/2021;Sputnik V
Argentina;17937943;18/10/2021;Sinopharm/Beijing
Argentina;997480;18/10/2021;Pfizer/BioNTech
Argentina;18563872;18/10/2021;Oxford/AstraZeneca
Argentina;3236235;18/10/2021;Moderna
Argentina;97709;18/10/2021;CanSino
Argentina;16495510;17/10/2021;Sputnik V
Argentina;17820882;17/10/2021;Sinopharm/Beijing
Argentina;783267;17/10/2021;Pfizer/BioNTech
Argentina;18537753;17/10/2021;Oxford/AstraZeneca
Argentina;3224154;17/10/2021;Moderna
Argentina;95450;17/10/2021;CanSino
Argentina;16456275;16/10/2021;Sputnik V
Argentina;17805562;16/10/2021;Sinopharm/Beijing
Argentina;741683;16/10/2021;Pfizer/BioNTech
Argentina;18533006;16/10/2021;Oxford/AstraZeneca
Argentina;3221563;16/10/2021;Moderna
Argentina;95367;16/10/2021;CanSino
Argentina;16375893;15/10/2021;Sputnik V
Argentina;17750912;15/10/2021;Sinopharm/Beijing
Argentina;642779;15/10/2021;Pfizer/BioNTech
Argentina;18518875;15/10/2021;Oxford/AstraZeneca
Argentina;3216823;15/10/2021;Moderna
Argentina;94610;15/10/2021;CanSino
Argentina;16267429;14/10/2021;Sputnik V
Argentina;17570659;14/10/2021;Sinopharm/Beijing
Argentina;552826;14/10/2021;Pfizer/BioNTech
Argentina;18483347;14/10/2021;Oxford/AstraZeneca
Argentina;3207923;14/10/2021;Moderna
Argentina;92024;14/10/2021;CanSino
Argentina;16172705;13/10/2021;Sputnik V
Argentina;17367610;13/10/2021;Sinopharm/Beijing
Argentina;479689;13/10/2021;Pfizer/BioNTech
Argentina;18441515;13/10/2021;Oxford/AstraZeneca
Argentina;3199087;13/10/2021;Moderna
Argentina;89750;13/10/2021;CanSino
Argentina;16113215;12/10/2021;Sputnik V
Argentina;17149824;12/10/2021;Sinopharm/Beijing
Argentina;433173;12/10/2021;Pfizer/BioNTech
Argentina;18402741;12/10/2021;Oxford/AstraZeneca
Argentina;3184527;12/10/2021;Moderna
Argentina;87642;12/10/2021;CanSino
Argentina;16058694;11/10/2021;Sputnik V
Argentina;16978769;11/10/2021;Sinopharm/Beijing
Argentina;397107;11/10/2021;Pfizer/BioNTech
Argentina;18361639;11/10/2021;Oxford/AstraZeneca
Argentina;3142684;11/10/2021;Moderna
Argentina;85476;11/10/2021;CanSino
Argentina;16040985;10/10/2021;Sputnik V
Argentina;16949219;10/10/2021;Sinopharm/Beijing
Argentina;393257;10/10/2021;Pfizer/BioNTech
Argentina;18340327;10/10/2021;Oxford/AstraZeneca
Argentina;3139264;10/10/2021;Moderna
Argentina;85247;10/10/2021;CanSino
Argentina;16011903;09/10/2021;Sputnik V
Argentina;16929208;09/10/2021;Sinopharm/Beijing
Argentina;390979;09/10/2021;Pfizer/BioNTech
Argentina;18316358;09/10/2021;Oxford/AstraZeneca
Argentina;3136748;09/10/2021;Moderna
Argentina;85013;09/10/2021;CanSino
Argentina;15969052;08/10/2021;Sputnik V
Argentina;16908249;08/10/2021;Sinopharm/Beijing
Argentina;387097;08/10/2021;Pfizer/BioNTech
Argentina;18274448;08/10/2021;Oxford/AstraZeneca
Argentina;3131505;08/10/2021;Moderna
Argentina;84197;08/10/2021;CanSino
Argentina;15934087;07/10/2021;Sputnik V
Argentina;16894546;07/10/2021;Sinopharm/Beijing
Argentina;372152;07/10/2021;Pfizer/BioNTech
Argentina;18223310;07/10/2021;Oxford/AstraZeneca
Argentina;3125973;07/10/2021;Moderna
Argentina;83289;07/10/2021;CanSino
Argentina;15883025;06/10/2021;Sputnik V
Argentina;16858458;06/10/2021;Sinopharm/Beijing
Argentina;327611;06/10/2021;Pfizer/BioNTech
Argentina;18123412;06/10/2021;Oxford/AstraZeneca
Argentina;3095754;06/10/2021;Moderna
Argentina;80596;06/10/2021;CanSino
Argentina;15799738;05/10/2021;Sputnik V
Argentina;16818357;05/10/2021;Sinopharm/Beijing
Argentina;303404;05/10/2021;Pfizer/BioNTech
Argentina;18039171;05/10/2021;Oxford/AstraZeneca
Argentina;3084191;05/10/2021;Moderna
Argentina;76677;05/10/2021;CanSino
Argentina;15720064;04/10/2021;Sputnik V
Argentina;16779235;04/10/2021;Sinopharm/Beijing
