country,Total_vaccin,Nombre_vaccin_utilisé,Date
Latvia,1488376,4,2021-09-02
Peru,19583021,3,2021-09-02
Romania,9789397,4,2021-09-02
"South Korea",45429853,5,2021-09-02
Argentina,44945956,6,2021-09-02
Chile,27622886,4,2021-09-02
Czechia,11564659,4,2021-09-02
Ecuador,19573280,4,2021-09-02
"European Union",522615977,9,2021-09-02
France,89441203,4,2021-09-02
Germany,102849777,5,2021-09-02
Switzerland,9701840,3,2021-09-02
Ukraine,9510965,5,2021-09-02
"United States",371761613,3,2021-09-02
Uruguay,5182034,3,2021-09-02
Switzerland,9734731,3,2021-09-03
Ukraine,9678454,5,2021-09-03
"United States",373159478,3,2021-09-03
Uruguay,5191351,3,2021-09-03
"Hong Kong",7741939,2,2021-09-03
Hungary,11520603,6,2021-09-03
Ireland,6954840,4,2021-09-03
Italy,78997238,4,2021-09-03
Latvia,1494896,4,2021-09-03
Liechtenstein,43669,3,2021-09-03
Lithuania,3031087,4,2021-09-03
Luxembourg,708145,4,2021-09-03
Malta,792192,4,2021-09-03
Netherlands,23109905,5,2021-09-03
Norway,7243487,4,2021-09-03
Peru,19798005,3,2021-09-03
Poland,35062220,4,2021-09-03
Portugal,14633894,6,2021-09-03
Romania,9800229,4,2021-09-03
Slovakia,4508402,5,2021-09-03
Slovenia,1850326,4,2021-09-03
"South Korea",46346958,5,2021-09-03
Spain,67486721,4,2021-09-03
Sweden,12777734,4,2021-09-03
Argentina,45380124,6,2021-09-03
Austria,10673041,5,2021-09-03
Belgium,16396817,5,2021-09-03
Bulgaria,2355250,4,2021-09-03
Chile,27641957,4,2021-09-03
Croatia,3358285,4,2021-09-03
Cyprus,1076414,4,2021-09-03
Czechia,11587994,4,2021-09-03
Denmark,8095507,4,2021-09-03
Ecuador,19703118,4,2021-09-03
Estonia,1343684,4,2021-09-03
"European Union",527638748,9,2021-09-03
Finland,7043911,4,2021-09-03
France,89881829,4,2021-09-03
Germany,103097537,5,2021-09-03
Argentina,45675921,6,2021-09-04
Chile,27642979,4,2021-09-04
Czechia,11593001,4,2021-09-04
Ecuador,19782795,4,2021-09-04
"European Union",528303304,9,2021-09-04
France,90201738,4,2021-09-04
Germany,103205850,5,2021-09-04
Switzerland,9751286,3,2021-09-04
Ukraine,9747714,5,2021-09-04
"United States",374129995,3,2021-09-04
Uruguay,5192140,3,2021-09-04
"Hong Kong",7799206,2,2021-09-04
Italy,79218323,4,2021-09-04
Latvia,1498462,4,2021-09-04
Peru,20163747,3,2021-09-04
Romania,9806905,4,2021-09-04
"South Korea",46718517,5,2021-09-04
"Hong Kong",7842499,2,2021-09-05
Italy,79361673,4,2021-09-05
Latvia,1499478,4,2021-09-05
Peru,20435704,3,2021-09-05
Romania,9810927,4,2021-09-05
"South Korea",46733455,5,2021-09-05
Argentina,45872427,6,2021-09-05
Chile,27643157,4,2021-09-05
Czechia,11597363,4,2021-09-05
Ecuador,19842096,4,2021-09-05
"European Union",528591433,9,2021-09-05
France,90272324,4,2021-09-05
Germany,103270643,5,2021-09-05
Switzerland,9753942,3,2021-09-05
Ukraine,9789501,5,2021-09-05
Uruguay,5192332,3,2021-09-05
Switzerland,9777443,3,2021-09-06
Ukraine,9923423,5,2021-09-06
Uruguay,5205611,3,2021-09-06
"Hong Kong",7887820,2,2021-09-06
Italy,79652000,4,2021-09-06
Latvia,1503864,4,2021-09-06
Peru,20577320,3,2021-09-06
Romania,9819017,4,2021-09-06
"South Korea",48103714,5,2021-09-06
Argentina,46313495,6,2021-09-06
Chile,27719593,4,2021-09-06
Czechia,11614733,4,2021-09-06
Ecuador,19930139,4,2021-09-06
"European Union",529355033,9,2021-09-06
France,90560219,4,2021-09-06
Germany,103426175,5,2021-09-06
Argentina,46776521,6,2021-09-07
Chile,27798082,4,2021-09-07
Czechia,11628721,4,2021-09-07
Ecuador,20006132,4,2021-09-07
"European Union",530183674,9,2021-09-07
France,90853861,4,2021-09-07
Germany,103649967,5,2021-09-07
Switzerland,9803216,3,2021-09-07
Ukraine,10073041,5,2021-09-07
"United States",375635909,3,2021-09-07
Uruguay,5212186,3,2021-09-07
"Hong Kong",7927884,2,2021-09-07
Italy,79935200,4,2021-09-07
Latvia,1508916,4,2021-09-07
Peru,20791059,3,2021-09-07
Romania,9827984,4,2021-09-07
"South Korea",49089139,5,2021-09-07
"Hong Kong",7967836,2,2021-09-08
Italy,80207147,4,2021-09-08
Latvia,1515909,4,2021-09-08
Peru,21145059,3,2021-09-08
Romania,9837452,4,2021-09-08
"South Korea",49771225,5,2021-09-08
Argentina,47149870,6,2021-09-08
Chile,27815209,4,2021-09-08
Czechia,11643012,4,2021-09-08
Ecuador,20067875,4,2021-09-08
"European Union",531072141,9,2021-09-08
France,91178346,4,2021-09-08
Germany,103911250,5,2021-09-08
Switzerland,9836468,3,2021-09-08
Ukraine,10234210,5,2021-09-08
"United States",376594503,3,2021-09-08
Uruguay,5217879,3,2021-09-08
Switzerland,9870872,3,2021-09-09
Ukraine,10407825,5,2021-09-09
"United States",377259872,3,2021-09-09
Uruguay,5223501,3,2021-09-09
"Hong Kong",8010667,2,2021-09-09
Italy,80485816,4,2021-09-09
Latvia,1521730,4,2021-09-09
Peru,21495370,3,2021-09-09
Romania,9846480,4,2021-09-09
"South Korea",50492943,5,2021-09-09
Argentina,47547136,6,2021-09-09
Chile,27827973,4,2021-09-09
Czechia,11658213,4,2021-09-09
Ecuador,20121822,4,2021-09-09
"European Union",531911335,9,2021-09-09
France,91452370,4,2021-09-09
Germany,104167701,5,2021-09-09
Argentina,47889092,6,2021-09-10
Austria,10764452,5,2021-09-10
Belgium,16494012,5,2021-09-10
Bulgaria,2408714,4,2021-09-10
Chile,27838438,4,2021-09-10
Croatia,3390045,4,2021-09-10
Cyprus,1089787,4,2021-09-10
Czechia,11676555,4,2021-09-10
Denmark,8142711,4,2021-09-10
Ecuador,20177462,4,2021-09-10
Estonia,1368510,4,2021-09-10
"European Union",535733252,9,2021-09-10
Finland,7247016,4,2021-09-10
France,91786647,4,2021-09-10
Germany,104395996,5,2021-09-10
Switzerland,9914676,3,2021-09-10
Ukraine,10591352,5,2021-09-10
"United States",378205607,3,2021-09-10
Uruguay,5228732,3,2021-09-10
"Hong Kong",8062277,2,2021-09-10
Hungary,11670928,6,2021-09-10
Ireland,7061146,4,2021-09-10
Italy,80759914,4,2021-09-10
Latvia,1528396,4,2021-09-10
Liechtenstein,44156,3,2021-09-10
Lithuania,3088281,4,2021-09-10
Luxembourg,712629,4,2021-09-10
Malta,795805,4,2021-09-10
Netherlands,23239535,5,2021-09-10
Norway,7473735,4,2021-09-10
Peru,21910088,3,2021-09-10
Poland,35266682,4,2021-09-10
Portugal,14831284,6,2021-09-10
Romania,9856663,4,2021-09-10
Slovakia,3661471,3,2021-09-10
Slovenia,1891683,4,2021-09-10
"South Korea",51554176,5,2021-09-10
Spain,68686906,4,2021-09-10
Sweden,13037124,4,2021-09-10
"Hong Kong",8115812,2,2021-09-11
Italy,80965281,4,2021-09-11
Latvia,1531305,4,2021-09-11
Peru,22513246,3,2021-09-11
Romania,9863879,4,2021-09-11
"South Korea",52086279,5,2021-09-11
Argentina,48087685,6,2021-09-11
Chile,27839231,4,2021-09-11
Czechia,11680295,4,2021-09-11
Ecuador,20188740,4,2021-09-11
"European Union",536310687,9,2021-09-11
France,92034194,4,2021-09-11
Germany,104506652,5,2021-09-11
Switzerland,9941753,3,2021-09-11
Ukraine,10665796,5,2021-09-11
"United States",379106217,3,2021-09-11
Uruguay,5228897,3,2021-09-11
Switzerland,9946130,3,2021-09-12
Ukraine,10710944,5,2021-09-12
"United States",379874769,3,2021-09-12
Uruguay,5228906,3,2021-09-12
"Hong Kong",8152070,2,2021-09-12
Italy,81097645,4,2021-09-12
Latvia,1532349,4,2021-09-12
Peru,23004806,3,2021-09-12
Romania,9868450,4,2021-09-12
"South Korea",52131565,5,2021-09-12
Argentina,48097407,6,2021-09-12
Chile,27839308,4,2021-09-12
Czechia,11682604,4,2021-09-12
Ecuador,20194499,4,2021-09-12
"European Union",536563415,9,2021-09-12
France,92081769,4,2021-09-12
Germany,104571517,5,2021-09-12
Argentina,48399674,6,2021-09-13
Chile,27944595,4,2021-09-13
Czechia,11696876,4,2021-09-13
Ecuador,20251072,4,2021-09-13
"European Union",537246495,9,2021-09-13
France,92313632,4,2021-09-13
Germany,104738912,5,2021-09-13
Switzerland,9978682,3,2021-09-13
Ukraine,10846167,5,2021-09-13
"United States",380464250,3,2021-09-13
Uruguay,5241801,3,2021-09-13
"Hong Kong",8188356,2,2021-09-13
Italy,81354474,4,2021-09-13
Latvia,1537030,4,2021-09-13
Peru,23215466,3,2021-09-13
Romania,9876490,4,2021-09-13
"South Korea",53376312,5,2021-09-13
"Hong Kong",8218220,2,2021-09-14
Italy,81594278,4,2021-09-14
Latvia,1542234,4,2021-09-14
Peru,23517688,3,2021-09-14
Romania,9886543,4,2021-09-14
"South Korea",54193912,5,2021-09-14
Argentina,48679014,6,2021-09-14
Chile,28036496,4,2021-09-14
Czechia,11709857,4,2021-09-14
Ecuador,20318065,4,2021-09-14
"European Union",538010833,9,2021-09-14
France,92572364,4,2021-09-14
Germany,104976476,5,2021-09-14
Switzerland,10014324,3,2021-09-14
Ukraine,10987963,5,2021-09-14
"United States",381084979,3,2021-09-14
Uruguay,5246321,3,2021-09-14
Switzerland,10056190,3,2021-09-15
Ukraine,11106749,5,2021-09-15
"United States",381924215,3,2021-09-15
Uruguay,5249220,3,2021-09-15
"Hong Kong",8247844,2,2021-09-15
Italy,81818308,4,2021-09-15
Latvia,1548348,4,2021-09-15
Peru,23771452,3,2021-09-15
Romania,9897046,4,2021-09-15
"South Korea",55001301,5,2021-09-15
Argentina,49009025,6,2021-09-15
Chile,28107877,4,2021-09-15
Czechia,11722285,4,2021-09-15
Ecuador,20392844,4,2021-09-15
"European Union",538848302,9,2021-09-15
France,92871970,4,2021-09-15
Germany,105261264,5,2021-09-15
Argentina,49369966,6,2021-09-16
Chile,28143436,4,2021-09-16
Czechia,11734367,4,2021-09-16
Ecuador,20456671,4,2021-09-16
"European Union",539608795,9,2021-09-16
France,93110129,4,2021-09-16
Germany,105538059,5,2021-09-16
Switzerland,10094772,3,2021-09-16
Ukraine,11229655,5,2021-09-16
"United States",382667966,3,2021-09-16
Uruguay,5253204,3,2021-09-16
"Hong Kong",8278728,2,2021-09-16
Italy,82034773,4,2021-09-16
Latvia,1554151,4,2021-09-16
Peru,24109343,3,2021-09-16
Romania,9908235,4,2021-09-16
"South Korea",55736920,5,2021-09-16
"Hong Kong",8316378,2,2021-09-17
Hungary,11811398,6,2021-09-17
Ireland,7152060,4,2021-09-17
Italy,82253597,4,2021-09-17
Latvia,1561498,4,2021-09-17
Liechtenstein,45915,3,2021-09-17
Lithuania,3142364,4,2021-09-17
Luxembourg,716536,4,2021-09-17
Malta,801041,4,2021-09-17
Netherlands,23388277,5,2021-09-17
Norway,7659609,4,2021-09-17
Peru,24417310,3,2021-09-17
Poland,35449031,4,2021-09-17
Portugal,14998640,6,2021-09-17
Romania,9921602,4,2021-09-17
Slovakia,4535436,4,2021-09-17
Slovenia,1982178,4,2021-09-17
"South Korea",56832431,5,2021-09-17
Spain,69504129,4,2021-09-17
Sweden,13240887,4,2021-09-17
Argentina,49732005,6,2021-09-17
Austria,10871608,5,2021-09-17
Belgium,16590510,5,2021-09-17
Bulgaria,2464417,4,2021-09-17
Chile,28143569,4,2021-09-17
Croatia,3426203,4,2021-09-17
Cyprus,1100828,4,2021-09-17
Czechia,11749409,4,2021-09-17
Denmark,8199498,4,2021-09-17
Ecuador,20460422,4,2021-09-17
Estonia,1394989,4,2021-09-17
"European Union",542870972,9,2021-09-17
Finland,7393654,4,2021-09-17
France,93395632,4,2021-09-17
Germany,105787794,5,2021-09-17
Switzerland,10139212,3,2021-09-17
Ukraine,11362214,5,2021-09-17
"United States",383622313,3,2021-09-17
Uruguay,5258398,3,2021-09-17
Switzerland,10162799,3,2021-09-18
Ukraine,11420819,5,2021-09-18
"United States",384536733,3,2021-09-18
Uruguay,5258511,3,2021-09-18
"Hong Kong",8356892,2,2021-09-18
Italy,82460841,4,2021-09-18
Latvia,1565747,4,2021-09-18
Peru,24908725,3,2021-09-18
Romania,9931786,4,2021-09-18
"South Korea",57411255,5,2021-09-18
Argentina,49952864,6,2021-09-18
Chile,28143589,4,2021-09-18
Czechia,11752950,4,2021-09-18
Ecuador,20470343,4,2021-09-18
"European Union",543412586,9,2021-09-18
France,93598899,4,2021-09-18
Germany,105900923,5,2021-09-18
Argentina,50090324,6,2021-09-19
Chile,28143594,4,2021-09-19
Czechia,11755070,4,2021-09-19
Ecuador,20472867,4,2021-09-19
"European Union",543657882,9,2021-09-19
France,93632886,4,2021-09-19
Germany,105970700,5,2021-09-19
Switzerland,10166322,3,2021-09-19
Ukraine,11456848,5,2021-09-19
"United States",385210474,3,2021-09-19
Uruguay,5258518,3,2021-09-19
"Hong Kong",8380417,2,2021-09-19
Italy,82591811,4,2021-09-19
Latvia,1566813,4,2021-09-19
Peru,25213346,3,2021-09-19
Romania,9939162,4,2021-09-19
"South Korea",57458951,5,2021-09-19
"Hong Kong",8405402,2,2021-09-20
Italy,82858762,4,2021-09-20
Latvia,1571862,4,2021-09-20
Peru,25345318,3,2021-09-20
Romania,9951188,4,2021-09-20
"South Korea",57503786,5,2021-09-20
Argentina,50435834,6,2021-09-20
Chile,28232820,4,2021-09-20
Czechia,11766641,4,2021-09-20
Ecuador,20452529,4,2021-09-20
"European Union",544300374,9,2021-09-20
France,93821213,4,2021-09-20
Germany,106129268,5,2021-09-20
Switzerland,10194821,3,2021-09-20
Ukraine,11565584,5,2021-09-20
"United States",385861531,3,2021-09-20
Uruguay,5262148,3,2021-09-20
Switzerland,10227178,3,2021-09-21
Ukraine,11681589,5,2021-09-21
"United States",386403897,3,2021-09-21
Uruguay,5264613,3,2021-09-21
"Hong Kong",8424022,2,2021-09-21
Italy,83115159,4,2021-09-21
Latvia,1578234,4,2021-09-21
Peru,25546752,3,2021-09-21
Romania,9966870,4,2021-09-21
"South Korea",57515556,5,2021-09-21
Argentina,50744927,6,2021-09-21
Chile,28318886,4,2021-09-21
Czechia,11777745,4,2021-09-21
Ecuador,20515688,4,2021-09-21
"European Union",545031208,9,2021-09-21
France,94028120,4,2021-09-21
Germany,106363640,5,2021-09-21
Argentina,51073099,6,2021-09-22
Chile,28410730,4,2021-09-22
Czechia,11786816,4,2021-09-22
Ecuador,20532260,4,2021-09-22
"European Union",545837746,9,2021-09-22
France,94274116,4,2021-09-22
Germany,106639520,5,2021-09-22
Switzerland,10261893,3,2021-09-22
Ukraine,11826357,5,2021-09-22
"United States",387114471,3,2021-09-22
Uruguay,5266515,3,2021-09-22
"Hong Kong",8440583,2,2021-09-22
Italy,83367328,4,2021-09-22
Latvia,1584794,4,2021-09-22
Peru,25726095,3,2021-09-22
Romania,9983732,4,2021-09-22
"South Korea",57559895,5,2021-09-22
"Hong Kong",8474394,2,2021-09-23
Italy,83597587,4,2021-09-23
Latvia,1591776,4,2021-09-23
Peru,25896493,3,2021-09-23
Romania,10002146,4,2021-09-23
"South Korea",58494882,5,2021-09-23
Argentina,51384252,6,2021-09-23
Chile,28473461,4,2021-09-23
Czechia,11797844,4,2021-09-23
Ecuador,20571335,4,2021-09-23
"European Union",546570754,9,2021-09-23
France,94471375,4,2021-09-23
Germany,106908586,5,2021-09-23
Switzerland,10296802,3,2021-09-23
Ukraine,11979985,5,2021-09-23
"United States",387440440,3,2021-09-23
Uruguay,5267917,3,2021-09-23
Switzerland,10334550,3,2021-09-24
Ukraine,12138989,5,2021-09-24
"United States",388183379,3,2021-09-24
Uruguay,5270812,3,2021-09-24
"Hong Kong",8511706,2,2021-09-24
Hungary,11989286,6,2021-09-24
Ireland,7214644,4,2021-09-24
Italy,83833095,4,2021-09-24
Latvia,1600871,4,2021-09-24
Liechtenstein,47271,3,2021-09-24
Lithuania,3186754,4,2021-09-24
Luxembourg,720176,4,2021-09-24
Malta,806076,4,2021-09-24
Netherlands,23529278,5,2021-09-24
Norway,7794859,4,2021-09-24
Peru,26094459,3,2021-09-24
Poland,35657100,4,2021-09-24
Portugal,15092249,6,2021-09-24
Romania,10022127,4,2021-09-24
Slovakia,4568233,4,2021-09-24
Slovenia,2029468,4,2021-09-24
"South Korea",59523860,5,2021-09-24
Spain,70168157,4,2021-09-24
Sweden,13391143,4,2021-09-24
Argentina,51645199,6,2021-09-24
Austria,10982869,5,2021-09-24
Belgium,16734612,5,2021-09-24
Bulgaria,2509329,4,2021-09-24
Chile,28554924,4,2021-09-24
Croatia,3463649,4,2021-09-24
Cyprus,1113054,4,2021-09-24
Czechia,11812122,4,2021-09-24
Denmark,8248705,4,2021-09-24
Ecuador,20611185,4,2021-09-24
Estonia,1421836,4,2021-09-24
"European Union",549548191,9,2021-09-24
Finland,7554684,4,2021-09-24
France,94710889,4,2021-09-24
Germany,107150029,5,2021-09-24
Argentina,51773272,6,2021-09-25
Chile,28556108,4,2021-09-25
Czechia,11815167,4,2021-09-25
Ecuador,20616156,4,2021-09-25
"European Union",550046502,9,2021-09-25
France,94877675,4,2021-09-25
Germany,107250556,5,2021-09-25
Switzerland,10357489,3,2021-09-25
Ukraine,12203210,5,2021-09-25
"United States",388986528,3,2021-09-25
Uruguay,5270850,3,2021-09-25
"Hong Kong",8550807,2,2021-09-25
Italy,84038285,4,2021-09-25
Latvia,1606900,4,2021-09-25
Peru,26507085,3,2021-09-25
Romania,10038861,4,2021-09-25
"South Korea",60052843,5,2021-09-25
"Hong Kong",8574455,2,2021-09-26
Italy,84165818,4,2021-09-26
Latvia,1608576,4,2021-09-26
Peru,26835353,3,2021-09-26
Romania,10049874,4,2021-09-26
"South Korea",60103050,5,2021-09-26
Argentina,51861196,6,2021-09-26
Chile,28556371,4,2021-09-26
Czechia,11817326,4,2021-09-26
Ecuador,20617749,4,2021-09-26
"European Union",550271232,9,2021-09-26
France,94903288,4,2021-09-26
Germany,107307292,5,2021-09-26
Switzerland,10360720,3,2021-09-26
Ukraine,12240363,5,2021-09-26
"United States",389726099,3,2021-09-26
Uruguay,5270931,3,2021-09-26
Switzerland,10387368,3,2021-09-27
Ukraine,12359741,5,2021-09-27
"United States",390276413,3,2021-09-27
Uruguay,5277495,3,2021-09-27
"Hong Kong",8601205,2,2021-09-27
Italy,84388077,4,2021-09-27
Latvia,1615083,4,2021-09-27
Peru,27042071,3,2021-09-27
Romania,10067860,4,2021-09-27
"South Korea",61229890,5,2021-09-27
Argentina,52143384,6,2021-09-27
Chile,28673217,4,2021-09-27
Czechia,11827411,4,2021-09-27
Ecuador,20666054,4,2021-09-27
"European Union",550838288,9,2021-09-27
France,95061387,4,2021-09-27
Germany,107459412,5,2021-09-27
Argentina,52443812,6,2021-09-28
Chile,28814496,4,2021-09-28
Czechia,11828290,4,2021-09-28
Ecuador,20773286,4,2021-09-28
"European Union",551481707,9,2021-09-28
France,95227977,4,2021-09-28
Germany,107683456,5,2021-09-28
Switzerland,10413243,3,2021-09-28
Ukraine,12491987,5,2021-09-28
"United States",390763717,3,2021-09-28
Uruguay,5280368,3,2021-09-28
"Hong Kong",8623148,2,2021-09-28
Italy,84590581,4,2021-09-28
Latvia,1621673,4,2021-09-28
Peru,27281172,3,2021-09-28
Romania,10110672,4,2021-09-28
"South Korea",62175780,5,2021-09-28
"Hong Kong",8646781,2,2021-09-29
Italy,84788100,4,2021-09-29
Latvia,1629679,4,2021-09-29
Peru,27593239,3,2021-09-29
Romania,10171767,4,2021-09-29
"South Korea",62931160,5,2021-09-29
Argentina,52698785,6,2021-09-29
Chile,28949768,4,2021-09-29
Czechia,11839496,4,2021-09-29
Ecuador,20841350,4,2021-09-29
"European Union",552210162,9,2021-09-29
France,95426355,4,2021-09-29
Germany,107935707,5,2021-09-29
Switzerland,10443970,3,2021-09-29
Ukraine,12617990,5,2021-09-29
"United States",391601109,3,2021-09-29
Uruguay,5282468,3,2021-09-29
Switzerland,10472015,3,2021-09-30
Ukraine,12747523,5,2021-09-30
"United States",392515241,3,2021-09-30
Uruguay,5285083,3,2021-09-30
"Hong Kong",8677074,2,2021-09-30
Italy,84992472,4,2021-09-30
Latvia,1637892,4,2021-09-30
Peru,27908500,3,2021-09-30
Romania,10233640,4,2021-09-30
"South Korea",63815475,5,2021-09-30
Argentina,53034896,6,2021-09-30
Chile,29074024,4,2021-09-30
Czechia,11851744,4,2021-09-30
Ecuador,20896804,4,2021-09-30
"European Union",552907015,9,2021-09-30
France,95591664,4,2021-09-30
Germany,108180545,5,2021-09-30
Argentina,53338440,6,2021-10-01
Austria,11095265,5,2021-10-01
Belgium,16906048,5,2021-10-01
Bulgaria,2551065,4,2021-10-01
Chile,29186957,4,2021-10-01
Croatia,3500803,4,2021-10-01
Cyprus,1125660,4,2021-10-01
Czechia,11864800,4,2021-10-01
Denmark,8282123,4,2021-10-01
Ecuador,20976539,4,2021-10-01
Estonia,1438957,4,2021-10-01
"European Union",555577576,9,2021-10-01
Finland,7713387,4,2021-10-01
France,95810914,4,2021-10-01
Germany,108308348,5,2021-10-01
Switzerland,10504872,3,2021-10-01
Ukraine,12875593,5,2021-10-01
"United States",393360144,3,2021-10-01
Uruguay,5288076,3,2021-10-01
"Hong Kong",8692668,2,2021-10-01
Hungary,12117855,6,2021-10-01
Ireland,7262080,4,2021-10-01
Italy,85169254,4,2021-10-01
Latvia,1646692,4,2021-10-01
Liechtenstein,47477,3,2021-10-01
Lithuania,3228059,4,2021-10-01
Luxembourg,727439,4,2021-10-01
Malta,817593,4,2021-10-01
Netherlands,23653170,5,2021-10-01
Norway,7883801,4,2021-10-01
Peru,28197104,3,2021-10-01
Poland,36019021,4,2021-10-01
Portugal,15155654,6,2021-10-01
Romania,10295476,4,2021-10-01
Slovakia,4594775,4,2021-10-01
Slovenia,2065146,4,2021-10-01
"South Korea",64912734,5,2021-10-01
Spain,70672086,4,2021-10-01
Sweden,13518150,4,2021-10-01
"Hong Kong",8715331,2,2021-10-02
Italy,85319690,4,2021-10-02
Latvia,1651379,4,2021-10-02
Peru,28774114,3,2021-10-02
Romania,10341041,4,2021-10-02
"South Korea",65443615,5,2021-10-02
Argentina,53517193,6,2021-10-02
Chile,29193268,4,2021-10-02
Czechia,11867173,4,2021-10-02
Ecuador,20981535,4,2021-10-02
"European Union",555951226,9,2021-10-02
France,95949239,4,2021-10-02
Germany,108340612,5,2021-10-02
Switzerland,10522551,3,2021-10-02
Ukraine,12928583,5,2021-10-02
"United States",394291663,3,2021-10-02
Uruguay,5288343,3,2021-10-02
Switzerland,10525962,3,2021-10-03
Ukraine,12962507,5,2021-10-03
"United States",395535756,3,2021-10-03
Uruguay,5288507,3,2021-10-03
"Hong Kong",8728085,2,2021-10-03
Italy,85405816,4,2021-10-03
Latvia,1391735,3,2021-10-03
Peru,29259208,3,2021-10-03
Romania,10371528,4,2021-10-03
"South Korea",65480780,5,2021-10-03
Argentina,53625645,6,2021-10-03
Chile,29193768,4,2021-10-03
Czechia,11868552,4,2021-10-03
Ecuador,20983147,4,2021-10-03
"European Union",556103522,9,2021-10-03
France,95967582,4,2021-10-03
Germany,108354504,5,2021-10-03
Argentina,53855300,6,2021-10-04
Chile,29293109,4,2021-10-04
Czechia,11878110,4,2021-10-04
Ecuador,21022027,4,2021-10-04
"European Union",556588606,9,2021-10-04
France,96113332,4,2021-10-04
Germany,108450246,5,2021-10-04
Switzerland,10551050,3,2021-10-04
Ukraine,13062838,5,2021-10-04
"United States",396519956,3,2021-10-04
Uruguay,5299373,3,2021-10-04
"Hong Kong",8745797,2,2021-10-04
Italy,85581265,4,2021-10-04
Latvia,1397423,3,2021-10-04
Peru,29525409,3,2021-10-04
Romania,10424425,4,2021-10-04
"South Korea",65717115,5,2021-10-04
"Hong Kong",8759823,2,2021-10-05
Italy,85747539,4,2021-10-05
Latvia,1404677,3,2021-10-05
Peru,29822247,3,2021-10-05
Romania,10484905,4,2021-10-05
"South Korea",66527358,5,2021-10-05
Argentina,54121538,6,2021-10-05
Chile,29386038,4,2021-10-05
Czechia,11887522,4,2021-10-05
Ecuador,21066403,4,2021-10-05
"European Union",557173312,9,2021-10-05
France,96271778,4,2021-10-05
Germany,108633086,5,2021-10-05
Switzerland,10575719,3,2021-10-05
Ukraine,13180072,5,2021-10-05
"United States",397318005,3,2021-10-05
Uruguay,5303926,3,2021-10-05
Switzerland,10605472,3,2021-10-06
Ukraine,13302370,5,2021-10-06
"United States",398273521,3,2021-10-06
Uruguay,5308932,3,2021-10-06
"Hong Kong",8772393,2,2021-10-06
Italy,85906897,4,2021-10-06
Latvia,1412957,3,2021-10-06
Peru,30104197,3,2021-10-06
Romania,10540816,4,2021-10-06
"South Korea",67074106,5,2021-10-06
Argentina,54368856,6,2021-10-06
Chile,29463266,4,2021-10-06
Czechia,11897899,4,2021-10-06
Ecuador,21112861,4,2021-10-06
"European Union",557798879,9,2021-10-06
France,96458695,4,2021-10-06
Germany,108837810,5,2021-10-06
Argentina,54633357,6,2021-10-07
Chile,29533299,4,2021-10-07
Czechia,11907902,4,2021-10-07
Ecuador,21155212,4,2021-10-07
"European Union",558409656,9,2021-10-07
France,96616341,4,2021-10-07
Germany,109049767,5,2021-10-07
Switzerland,10632830,3,2021-10-07
Ukraine,13430055,5,2021-10-07
"United States",399148824,3,2021-10-07
Uruguay,5313663,3,2021-10-07
"Hong Kong",8786343,2,2021-10-07
Italy,86067812,4,2021-10-07
Latvia,1682303,4,2021-10-07
Peru,30375896,3,2021-10-07
Romania,10603439,4,2021-10-07
"South Korea",67820946,5,2021-10-07
"Hong Kong",8801712,2,2021-10-08
Hungary,12244059,6,2021-10-08
Ireland,7345256,4,2021-10-08
Italy,86240580,4,2021-10-08
Latvia,1693171,4,2021-10-08
Liechtenstein,47680,3,2021-10-08
Lithuania,3266399,4,2021-10-08
Luxembourg,731973,4,2021-10-08
Malta,827956,4,2021-10-08
Netherlands,23757406,5,2021-10-08
Norway,7938850,4,2021-10-08
Peru,30587274,3,2021-10-08
Poland,36375351,4,2021-10-08
Portugal,15202830,6,2021-10-08
Romania,10670691,4,2021-10-08
Slovakia,4617661,4,2021-10-08
Slovenia,2110401,4,2021-10-08
"South Korea",68964507,5,2021-10-08
Spain,70993573,4,2021-10-08
Sweden,13634900,4,2021-10-08
Argentina,54754548,6,2021-10-08
Austria,11234150,5,2021-10-08
Belgium,17097498,5,2021-10-08
Bulgaria,2589513,4,2021-10-08
Chile,29593750,4,2021-10-08
Croatia,3536364,4,2021-10-08
Cyprus,1141251,4,2021-10-08
Czechia,11922026,4,2021-10-08
Denmark,8324347,4,2021-10-08
Ecuador,21163540,4,2021-10-08
Estonia,1454148,4,2021-10-08
"European Union",560968619,9,2021-10-08
Finland,7852489,4,2021-10-08
France,96834166,4,2021-10-08
Germany,109232704,5,2021-10-08
Switzerland,10666893,3,2021-10-08
Ukraine,13578790,5,2021-10-08
"United States",400264269,3,2021-10-08
Uruguay,5318690,3,2021-10-08
Switzerland,10687351,3,2021-10-09
Ukraine,13644843,5,2021-10-09
"United States",401412095,3,2021-10-09
Uruguay,5318918,3,2021-10-09
"Hong Kong",8801781,2,2021-10-09
Italy,86388999,4,2021-10-09
Latvia,1701204,4,2021-10-09
Peru,30964866,3,2021-10-09
Romania,10723506,4,2021-10-09
"South Korea",69079605,5,2021-10-09
Argentina,54870209,6,2021-10-09
Chile,29596062,4,2021-10-09
Czechia,11925018,4,2021-10-09
Ecuador,21164423,4,2021-10-09
"European Union",561348095,9,2021-10-09
France,96959942,4,2021-10-09
Germany,109274145,5,2021-10-09
Argentina,54948299,6,2021-10-10
Chile,29596192,4,2021-10-10
Czechia,11926779,4,2021-10-10
