country;Somme_vaccinated;Moyenne_vaccinated;date_vaccination;Max_vaccinated;Min_vaccinated;Nombre_vaccin_utilisé
Romania;8230116;2057529.0000;06/06/2021;6582226;160015;4
South Korea;9998726;1999745.2000;06/06/2021;5541996;1;5
Switzerland;5555634;1851878.0000;06/06/2021;3188488;10;3
Ukraine;1388124;347031.0000;06/06/2021;863919;390;4
United States;301411916;100470638.6667;06/06/2021;163512789;11143068;3
Uruguay;3044726;1014908.6667;06/06/2021;2277782;45854;3
Switzerland;5658022;1886007.3333;07/06/2021;3267371;10;3
Ukraine;1436285;359071.2500;07/06/2021;865399;390;4
United States;302624943;100874981.0000;07/06/2021;164371746;11194685;3
Uruguay;3085133;1028377.6667;07/06/2021;2313417;45887;3
Argentina;15290604;2548434.0000;07/06/2021;7702556;6;6
Chile;19740230;4935057.5000;07/06/2021;15529778;147009;4
Czechia;6055598;1513899.5000;07/06/2021;4844688;55065;4
Ecuador;3314550;1104850.0000;07/06/2021;1428213;612685;3
European Union;271569653;30174405.8889;07/06/2021;193359760;0;9
France;41514628;10378657.0000;07/06/2021;31759904;390379;4
Germany;55929897;11185979.4000;07/06/2021;40739467;0;5
Hong Kong;2679737;1339868.5000;07/06/2021;1529503;1150234;2
Italy;39252350;9813087.5000;07/06/2021;26872891;996712;4
Japan;22907823;11453911.5000;07/06/2021;22643952;263871;2
Latvia;881865;220466.2500;07/06/2021;476413;27494;4
Peru;4747432;1582477.3333;07/06/2021;3488580;272511;3
Romania;8279521;2069880.2500;07/06/2021;6619520;167095;4
South Korea;10913656;2182731.2000;07/06/2021;6302338;1;5
Hong Kong;2716217;1358108.5000;08/06/2021;1547789;1168428;2
Italy;39835669;9958917.2500;08/06/2021;27272864;1037801;4
Japan;23999647;11999823.5000;08/06/2021;23705620;294027;2
Latvia;900030;180006.0000;08/06/2021;487605;19;5
Peru;4965841;1655280.3333;08/06/2021;3684977;294300;3
Romania;8328988;2082247.0000;08/06/2021;6655832;175823;4
South Korea;11685250;2337050.0000;08/06/2021;6928438;1;5
Switzerland;5770924;1923641.3333;08/06/2021;3355504;10;3
Ukraine;1489446;372361.5000;08/06/2021;872509;390;4
United States;303696424;101232141.3333;08/06/2021;165140239;11245388;3
Uruguay;3123140;1041046.6667;08/06/2021;2348193;45994;3
Argentina;15660335;2610055.8333;08/06/2021;7786898;6;6
Chile;19925157;4981289.2500;08/06/2021;15679256;167100;4
Czechia;6171597;1542899.2500;08/06/2021;4938817;58127;4
Ecuador;3376069;1125356.3333;08/06/2021;1439614;618560;3
European Union;274083830;30453758.8889;08/06/2021;195307663;0;9
France;42200808;10550202.0000;08/06/2021;32312731;405016;4
Germany;56990962;11398192.4000;08/06/2021;41592937;0;5
Argentina;16032540;2672090.0000;09/06/2021;7893392;7;6
Chile;20118951;5029737.7500;09/06/2021;15842031;183836;4
Czechia;6291878;1572969.5000;09/06/2021;5035366;61775;4
Ecuador;3436306;1145435.3333;09/06/2021;1453431;628355;3
European Union;276958239;30773137.6667;09/06/2021;197585504;0;9
France;42862685;10715671.2500;09/06/2021;32862932;417241;4
Germany;58423628;11684725.6000;09/06/2021;42777541;0;5
Hong Kong;2749082;1374541.0000;09/06/2021;1563829;1185253;2
Italy;40430985;10107746.2500;09/06/2021;27675647;1076315;4
Japan;25132631;12566315.5000;09/06/2021;24810223;322408;2
Latvia;918407;229601.7500;09/06/2021;498937;30125;4
Peru;5173341;1724447.0000;09/06/2021;3864046;322456;3
Romania;8374861;2093715.2500;09/06/2021;6688204;185203;4
South Korea;12303022;2460604.4000;09/06/2021;7416106;1;5
Switzerland;5884570;1961523.3333;09/06/2021;3444678;10;3
Ukraine;1545019;386254.7500;09/06/2021;889371;390;4
United States;304524688;101508229.3333;09/06/2021;165715523;11296014;3
Uruguay;3171989;1057329.6667;09/06/2021;2381192;46025;3
Switzerland;5990899;1996966.3333;10/06/2021;3528990;11;3
Ukraine;1599348;399837.0000;10/06/2021;910909;390;4
United States;305457454;101819151.3333;10/06/2021;166351326;11346781;3
Uruguay;3216501;1072167.0000;10/06/2021;2409610;46175;3
Argentina;16367403;2727900.5000;10/06/2021;7998456;7;6
Chile;20322190;5080547.5000;10/06/2021;16016825;197004;4
Czechia;6413974;1603493.5000;10/06/2021;5133215;64885;4
Ecuador;3507059;1169019.6667;10/06/2021;1477465;638796;3
European Union;279666875;31074097.2222;10/06/2021;199715553;0;9
France;43557365;10889341.2500;10/06/2021;33410160;432666;4
Germany;59622101;11924420.2000;10/06/2021;43741033;0;5
Hong Kong;2787314;1393657.0000;10/06/2021;1584479;1202835;2
Italy;41065791;10266447.7500;10/06/2021;28158838;1109313;4
Japan;26235470;13117735.0000;10/06/2021;25882286;353184;2
Latvia;935434;233858.5000;10/06/2021;508843;31729;4
Peru;5404727;1801575.6667;10/06/2021;4053741;363338;3
Romania;8416415;2104103.7500;10/06/2021;6716587;194313;4
South Korea;13105439;2621087.8000;10/06/2021;7850486;1;5
Hong Kong;2837748;1418874.0000;11/06/2021;1614126;1223622;2
Hungary;9372633;1562105.5000;11/06/2021;3968895;84534;6
Ireland;3466527;866631.7500;11/06/2021;2403721;72334;4
Italy;41689687;10422421.7500;11/06/2021;28655192;1133398;4
Japan;27321141;13660570.5000;11/06/2021;26937150;383991;2
Latvia;952804;238201.0000;11/06/2021;519455;33295;4
Liechtenstein;27361;9120.3333;11/06/2021;16988;0;3
Lithuania;1914939;478734.7500;11/06/2021;1330355;36644;4
Luxembourg;420541;105135.2500;11/06/2021;282277;16839;4
Malta;622327;155581.7500;11/06/2021;392737;11279;4
Netherlands;12452117;2490423.4000;11/06/2021;8773474;0;5
Norway;3369728;842432.0000;11/06/2021;2845059;1809;4
Peru;5631043;1877014.3333;11/06/2021;4241212;400944;3
Poland;24385897;6096474.2500;11/06/2021;17268609;785111;4
Portugal;7050249;1175041.5000;11/06/2021;4819001;323;6
Romania;8457643;2114410.7500;11/06/2021;6744379;203434;4
Slovakia;3046759;609351.8000;11/06/2021;2066251;0;5
Slovenia;1288503;322125.7500;11/06/2021;851804;38102;4
South Korea;13968341;2793668.2000;11/06/2021;8403003;1;5
Spain;33493299;8373324.7500;11/06/2021;23635311;862297;4
Sweden;6571917;1642979.2500;11/06/2021;4987676;0;4
Switzerland;6099950;2033316.6667;11/06/2021;3612789;11;3
Ukraine;1661410;415352.5000;11/06/2021;935501;390;4
United States;306279076;102093025.3333;11/06/2021;166905188;11383522;3
Uruguay;3256809;1085603.0000;11/06/2021;2438717;46202;3
Argentina;16734019;2789003.1667;11/06/2021;8170282;7;6
Austria;6440424;1288084.8000;11/06/2021;4554848;0;5
Belgium;8765907;1753181.4000;11/06/2021;6108790;0;5
Bulgaria;1577225;394306.2500;11/06/2021;898535;17995;4
Chile;20501299;5125324.7500;11/06/2021;16173745;201050;4
Croatia;2220984;555246.0000;11/06/2021;1497870;18332;4
Cyprus;693135;173283.7500;11/06/2021;445375;6062;4
Czechia;6532826;1633206.5000;11/06/2021;5231267;68025;4
Denmark;4101803;1025450.7500;11/06/2021;3565223;30078;4
Ecuador;3592782;1197594.0000;11/06/2021;1508655;654860;3
Estonia;854244;213561.0000;11/06/2021;551593;16417;4
European Union;294981684;32775742.6667;11/06/2021;210931753;0;9
Finland;3615197;903799.2500;11/06/2021;2866169;0;4
France;44302438;11075609.5000;11/06/2021;33958365;449693;4
Germany;60691624;12138324.8000;11/06/2021;44554581;0;5
Argentina;16919006;2819834.3333;12/06/2021;8277249;7;6
Chile;20533827;5133456.7500;12/06/2021;16202733;201444;4
Czechia;6585604;1646401.0000;12/06/2021;5281575;68134;4
Ecuador;3642516;1214172.0000;12/06/2021;1525882;670291;3
European Union;296581398;32953488.6667;12/06/2021;212177709;0;9
France;44797335;11199333.7500;12/06/2021;34353410;457161;4
Germany;61128961;12225792.2000;12/06/2021;44840569;0;5
Hong Kong;2891892;1445946.0000;12/06/2021;1649186;1242706;2
Italy;42256855;10564213.7500;12/06/2021;29134396;1148613;4
Japan;28237727;14118863.5000;12/06/2021;27820931;416796;2
Latvia;961109;192221.8000;12/06/2021;525159;20;5
Peru;5795917;1931972.3333;12/06/2021;4381056;425786;3
Romania;8496891;2124222.7500;12/06/2021;6774086;208487;4
South Korea;14363607;2872721.4000;12/06/2021;8661212;1;5
Switzerland;6171281;2057093.6667;12/06/2021;3666513;11;3
Ukraine;1696280;424070.0000;12/06/2021;941608;390;4
United States;307880281;102626760.3333;12/06/2021;167978845;11457011;3
Uruguay;3280021;1093340.3333;12/06/2021;2453073;46221;3
Switzerland;6198098;2066032.6667;13/06/2021;3685837;12;3
Ukraine;1718499;429624.7500;13/06/2021;943358;390;4
United States;309088440;103029480.0000;13/06/2021;168784549;11517956;3
Uruguay;3281116;1093705.3333;13/06/2021;2454136;46224;3
Argentina;17001642;2833607.0000;13/06/2021;8313424;7;6
Chile;20535901;5133975.2500;13/06/2021;16204196;201494;4
Czechia;6628037;1657009.2500;13/06/2021;5323346;68191;4
Ecuador;3678225;1226075.0000;13/06/2021;1534391;687422;3
European Union;297555593;33061732.5556;13/06/2021;212950536;0;9
France;44976350;11244087.5000;13/06/2021;34514899;458070;4
Germany;61412453;12282490.6000;13/06/2021;45020776;0;5
Hong Kong;2934392;1467196.0000;13/06/2021;1677200;1257192;2
Italy;42693007;10673251.7500;13/06/2021;29497638;1154354;4
Japan;29141831;14570915.5000;13/06/2021;28691501;450330;2
Latvia;962745;240686.2500;13/06/2021;526008;35057;4
Peru;5880318;1960106.0000;13/06/2021;4454314;436301;3
Romania;8528338;2132084.5000;13/06/2021;6799355;212116;4
South Korea;14392709;2878541.8000;13/06/2021;8676799;1;5
Hong Kong;2964881;1482440.5000;14/06/2021;1697747;1267134;2
Italy;43227337;10806834.2500;14/06/2021;29937858;1161235;4
Japan;30348520;15174260.0000;14/06/2021;29863084;485436;2
Latvia;973152;243288.0000;14/06/2021;532309;35956;4
Peru;5995453;1998484.3333;14/06/2021;4539870;459761;3
Romania;8559404;2139851.0000;14/06/2021;6821300;218111;4
South Korea;15248269;3049653.8000;14/06/2021;9255481;1;5
Switzerland;6296436;2098812.0000;14/06/2021;3762437;12;3
Ukraine;1768556;442139.0000;14/06/2021;963186;390;4
United States;310410012;103470004.0000;14/06/2021;169612045;11606202;3
Uruguay;3338753;1112917.6667;14/06/2021;2496828;46249;3
Argentina;17239473;2873245.5000;14/06/2021;8413878;7;6
Chile;20757745;5189436.2500;14/06/2021;16388588;205675;4
Czechia;6743141;1685785.2500;14/06/2021;5420278;70601;4
Ecuador;3734231;1244743.6667;14/06/2021;1544315;705742;3
European Union;299501974;33277997.1111;14/06/2021;214446997;0;9
France;45574209;11393552.2500;14/06/2021;35012860;464741;4
Germany;62070068;12414013.6000;14/06/2021;45453878;0;5
Argentina;17497030;2916171.6667;15/06/2021;8536491;7;6
Chile;20968690;5242172.5000;15/06/2021;16541758;209356;4
Czechia;6858056;1714514.0000;15/06/2021;5513603;72788;4
Ecuador;3803098;1267699.3333;15/06/2021;1553114;732681;3
European Union;301948387;33549820.7778;15/06/2021;216329028;0;9
France;46269374;11567343.5000;15/06/2021;35553088;475654;4
Germany;63123827;12624765.4000;15/06/2021;46258596;0;5
Hong Kong;3006402;1503201.0000;15/06/2021;1720305;1286097;2
Italy;43764616;10941154.0000;15/06/2021;30352908;1168352;4
Japan;31564153;15782076.5000;15/06/2021;31046524;517629;2
Latvia;986122;246530.5000;15/06/2021;539108;37623;4
Peru;6127188;2042396.0000;15/06/2021;4635350;477955;3
Romania;8591729;2147932.2500;15/06/2021;6843211;225331;4
South Korea;15991516;3198303.2000;15/06/2021;9761830;1;5
Switzerland;6401281;2133760.3333;15/06/2021;3846397;12;3
Ukraine;1831147;457786.7500;15/06/2021;988209;390;4
United States;311650476;103883492.0000;15/06/2021;170482950;11666437;3
Uruguay;3393686;1131228.6667;15/06/2021;2536565;46278;3
Switzerland;6505121;2168373.6667;16/06/2021;3931813;12;3
Ukraine;1907685;476921.2500;16/06/2021;1011627;390;4
United States;312678463;104226154.3333;16/06/2021;171175575;11714877;3
Uruguay;3447076;1149025.3333;16/06/2021;2574088;46316;3
Argentina;17783714;2963952.3333;16/06/2021;8633036;7;6
Chile;21195754;5298938.5000;16/06/2021;16692275;213311;4
Czechia;6976592;1744148.0000;16/06/2021;5611562;75347;4
Ecuador;3897170;1299056.6667;16/06/2021;1564975;783535;3
European Union;304737014;33859668.2222;16/06/2021;218532014;0;9
France;46942261;11735565.2500;16/06/2021;36098332;484569;4
Germany;64514242;12902848.4000;16/06/2021;47368532;0;5
Hong Kong;3041861;1520930.5000;16/06/2021;1739034;1302827;2
Italy;44323399;11080849.7500;16/06/2021;30771254;1176398;4
Japan;32818067;16409033.5000;16/06/2021;32267486;550581;2
Latvia;1002051;250512.7500;16/06/2021;548558;39222;4
Peru;6242692;2080897.3333;16/06/2021;4726743;492635;3
Romania;8623806;2155951.5000;16/06/2021;6865262;232530;4
South Korea;16664645;3332929.0000;16/06/2021;10126948;1;5
Hong Kong;3080764;1540382.0000;17/06/2021;1759940;1320824;2
Italy;44929159;11232289.7500;17/06/2021;31256881;1184368;4
Japan;34079950;17039975.0000;17/06/2021;33493077;586873;2
Latvia;1015326;253831.5000;17/06/2021;556334;40879;4
Peru;6384028;2128009.3333;17/06/2021;4849991;505941;3
Romania;8652808;2163202.0000;17/06/2021;6885178;239414;4
South Korea;17211642;3442328.4000;17/06/2021;10510838;1;5
Switzerland;6612164;2204054.6667;17/06/2021;4020328;12;3
Ukraine;1989398;497349.5000;17/06/2021;1031402;390;4
United States;314729474;104909824.6667;17/06/2021;172556760;11812739;3
Uruguay;3491600;1163866.6667;17/06/2021;2607062;46365;3
Argentina;18097959;3016326.5000;17/06/2021;8711966;7;6
Chile;21379912;5344978.0000;17/06/2021;16805794;216354;4
Czechia;7096962;1774240.5000;17/06/2021;5713616;77543;4
Ecuador;4001683;1333894.3333;17/06/2021;1597927;834719;3
European Union;307350332;34150036.8889;17/06/2021;220550328;0;9
France;47633239;11908309.7500;17/06/2021;36612008;495497;4
Germany;65668175;13133635.0000;17/06/2021;48257797;0;5
Argentina;18496943;3082823.8333;18/06/2021;8780599;8;6
Austria;7037791;1407558.2000;18/06/2021;5034224;0;5
Belgium;9799632;1959926.4000;18/06/2021;6830243;0;5
Bulgaria;1660453;415113.2500;18/06/2021;950161;25960;4
Chile;21487282;5371820.5000;18/06/2021;16872318;218731;4
Croatia;2428458;607114.5000;18/06/2021;1667067;20854;4
Cyprus;751616;187904.0000;18/06/2021;478553;12893;4
Czechia;7217961;1804490.2500;18/06/2021;5818716;79603;4
Denmark;4526520;1131630.0000;18/06/2021;3941467;39718;4
Ecuador;4093937;1364645.6667;18/06/2021;1619806;874934;3
Estonia;926411;231602.7500;18/06/2021;601617;18996;4
European Union;322080127;35786680.7778;18/06/2021;231338262;0;9
Finland;3960108;990027.0000;18/06/2021;3174204;0;4
France;48398389;12099597.2500;18/06/2021;37169179;507958;4
Germany;66665752;13333150.4000;18/06/2021;48995100;0;5
Hong Kong;3131094;1565547.0000;18/06/2021;1790255;1340839;2
Hungary;9715853;1619308.8333;18/06/2021;4179422;91904;6
Ireland;3830511;957627.7500;18/06/2021;2628627;74340;4
Italy;45539524;11384881.0000;18/06/2021;31762562;1190329;4
Japan;35290486;17645243.0000;18/06/2021;34672198;618288;2
Latvia;1032630;258157.5000;18/06/2021;567614;42890;4
Liechtenstein;30185;10061.6667;18/06/2021;19806;0;3
Lithuania;2049881;512470.2500;18/06/2021;1414381;42995;4
Luxembourg;463905;115976.2500;18/06/2021;317221;17759;4
Malta;648865;162216.2500;18/06/2021;405057;12335;4
Netherlands;13867650;2773530.0000;18/06/2021;9868062;0;5
Norway;3688214;922053.5000;18/06/2021;3127406;2275;4
Peru;6559250;2186416.6667;18/06/2021;5007642;518201;3
Poland;26315760;6578940.0000;18/06/2021;18583622;853545;4
Portugal;7789102;1112728.8571;18/06/2021;5360792;8;7
Romania;8682121;2170530.2500;18/06/2021;6905112;246330;4
Slovakia;3293973;658794.6000;18/06/2021;2237049;121;5
Slovenia;1359069;339767.2500;18/06/2021;888070;43746;4
South Korea;17846659;3569331.8000;18/06/2021;10975624;1;5
Spain;36773663;9193415.7500;18/06/2021;25995777;1059564;4
Sweden;7344500;1836125.0000;18/06/2021;5564363;0;4
