country;Somme_vaccinated;Moyenne_vaccinated;date_vaccination;Max_vaccinated;Min_vaccinated;Nombre_vaccin_utilisé
Hong Kong;9683765;4841882.5000;15/12/2021;6074851;3608914;2
Italy;91733288;30577762.6667;15/12/2021;73309593;1501985;3
Latvia;2433080;608270.0000;15/12/2021;1386427;262474;4
Peru;46746143;15582047.6667;15/12/2021;25202298;3720027;3
Romania;14633566;4877855.3333;15/12/2021;11812608;934941;3
South Korea;92489286;18497857.2000;15/12/2021;54143310;1;5
Switzerland;12909233;4303077.6667;15/12/2021;8192045;48338;3
Ukraine;27004683;5400936.6000;15/12/2021;11648603;20680;5
United States;487796966;162598988.6667;15/12/2021;284069934;17272247;3
Uruguay;5422336;1807445.3333;15/12/2021;3247787;90719;3
South Korea;93571906;18714381.2000;16/12/2021;54802255;1;5
Switzerland;12998500;4332833.3333;16/12/2021;8245185;48960;3
Ukraine;27137674;5427534.8000;16/12/2021;11710631;20680;5
United States;489529839;163176613.0000;16/12/2021;285106254;17311789;3
Uruguay;5424107;1808035.6667;16/12/2021;3247790;90719;3
Argentina;74285284;12380880.6667;16/12/2021;24688973;171895;6
Chile;32966968;8241742.0000;16/12/2021;24242615;544867;4
Czechia;14785675;3696418.7500;16/12/2021;12243174;403850;4
Ecuador;26667732;6666933.0000;16/12/2021;15026656;460214;4
European Union;679189868;75465540.8889;16/12/2021;506120246;0;9
France;116616783;29154195.7500;16/12/2021;93606345;1082688;4
Germany;140508995;28101799.0000;16/12/2021;106058913;0;5
Hong Kong;9701995;4850997.5000;16/12/2021;6083984;3618011;2
Italy;92323607;30774535.6667;16/12/2021;73544637;1502114;3
Latvia;2445927;611481.7500;16/12/2021;1391468;262477;4
Peru;46978763;15659587.6667;16/12/2021;25320682;3747071;3
Romania;15515416;3878854.0000;16/12/2021;11839450;849256;4
Hong Kong;9719336;4859668.0000;17/12/2021;6093008;3626328;2
Hungary;14927552;2487925.3333;17/12/2021;8370636;302512;6
Ireland;9102275;2275568.7500;17/12/2021;6893355;237761;4
Italy;105073332;26268333.0000;17/12/2021;73771310;1502192;4
Latvia;2459574;614893.5000;17/12/2021;1397398;262488;4
Liechtenstein;61823;20607.6667;17/12/2021;42157;214;3
Lithuania;3963207;990801.7500;17/12/2021;2862079;271113;4
Luxembourg;927861;231965.2500;17/12/2021;638170;40672;4
Malta;992770;248192.5000;17/12/2021;614756;31848;4
Netherlands;26680166;5336033.2000;17/12/2021;20062241;0;5
Norway;9477180;2369295.0000;17/12/2021;7591220;6930;4
Peru;47207841;15735947.0000;17/12/2021;25439202;3772790;3
Poland;43487462;8697492.4000;17/12/2021;32414747;0;5
Portugal;17953779;2992296.5000;17/12/2021;12278002;961;6
Romania;15551604;3887901.0000;17/12/2021;11869070;849319;4
Slovakia;4996305;1665435.0000;17/12/2021;4243675;164767;3
Slovenia;2309979;769993.0000;17/12/2021;1956109;136139;3
South Korea;94953440;18990688.0000;17/12/2021;55668294;1;5
Spain;83651179;20912794.7500;17/12/2021;58206764;1979885;4
Sweden;16363393;4090848.2500;17/12/2021;12744671;0;4
Switzerland;13085872;4361957.3333;17/12/2021;8297953;49674;3
Ukraine;27274636;5454927.2000;17/12/2021;11777564;20680;5
United States;491389780;163796593.3333;17/12/2021;286210683;17355211;3
Uruguay;5428224;1809408.0000;17/12/2021;3247799;90719;3
Argentina;74614227;12435704.5000;17/12/2021;24764383;173485;6
Austria;16009886;3201977.2000;17/12/2021;12622942;0;5
Belgium;20726582;4145316.4000;17/12/2021;15652272;0;5
Bulgaria;3590255;897563.7500;17/12/2021;2260115;400862;4
Chile;33002996;8250749.0000;17/12/2021;24273687;545006;4
Croatia;4572949;1143237.2500;17/12/2021;3384137;187118;4
Cyprus;1415680;353920.0000;17/12/2021;1028442;24656;4
Czechia;14885035;3721258.7500;17/12/2021;12329291;404300;4
Denmark;10463406;2615851.5000;17/12/2021;8862814;46847;4
Ecuador;26765445;6691361.2500;17/12/2021;15077661;461243;4
Estonia;1826719;456679.7500;17/12/2021;1322630;74261;4
European Union;691807364;76867484.8889;17/12/2021;514335672;0;9
Finland;9269809;2317452.2500;17/12/2021;7564678;0;4
France;117586823;29396705.7500;17/12/2021;94196771;1082789;4
Germany;141814398;28362879.6000;17/12/2021;106788597;0;5
Argentina;74775728;12462621.3333;18/12/2021;24806735;173775;6
Chile;33007616;8251904.0000;18/12/2021;24277580;545025;4
Czechia;14918561;3729640.2500;18/12/2021;12360159;404492;4
Ecuador;26802584;6700646.0000;18/12/2021;15095239;461852;4
European Union;693963592;77107065.7778;18/12/2021;515404602;0;9
France;118163614;29540903.5000;18/12/2021;94527216;1082867;4
Germany;142781363;28556272.6000;18/12/2021;107271322;0;5
Hong Kong;9737917;4868958.5000;18/12/2021;6103660;3634257;2
Italy;93452743;31150914.3333;18/12/2021;73969010;1502280;3
Latvia;2465268;616317.0000;18/12/2021;1400442;262489;4
Peru;47431694;15810564.6667;18/12/2021;25556824;3797352;3
Romania;15579924;3894981.0000;18/12/2021;11893218;849357;4
South Korea;95597376;19119475.2000;18/12/2021;56098468;1;5
Switzerland;13137953;4379317.6667;18/12/2021;8327667;50131;3
Ukraine;27337322;5467464.4000;18/12/2021;11808516;20680;5
United States;493127868;164375956.0000;18/12/2021;287241895;17394753;3
Uruguay;5428259;1809419.6667;18/12/2021;3247799;90719;3
South Korea;95635473;19127094.6000;19/12/2021;56128123;1;5
Switzerland;13161521;4387173.6667;19/12/2021;8341499;50249;3
Ukraine;27373349;5474669.8000;19/12/2021;11827066;20680;5
United States;494596346;164865448.6667;19/12/2021;288121540;17422358;3
Uruguay;5428260;1809420.0000;19/12/2021;3247799;90719;3
Argentina;74867798;12477966.3333;19/12/2021;24828068;173879;6
Chile;33007994;8251998.5000;19/12/2021;24277854;545032;4
Czechia;14053995;4684665.0000;19/12/2021;12380638;404583;3
Ecuador;26825886;6706471.5000;19/12/2021;15104034;462381;4
European Union;694949293;77216588.1111;19/12/2021;515835498;0;9
France;118370368;29592592.0000;19/12/2021;94629245;1082886;4
Germany;143164778;28632955.6000;19/12/2021;107455362;0;5
Hong Kong;9751688;4875844.0000;19/12/2021;6111878;3639810;2
Italy;105968965;26492241.2500;19/12/2021;74074665;1502328;4
Latvia;2204396;734798.6667;19/12/2021;1401236;280804;3
Peru;47607113;15869037.6667;19/12/2021;25650492;3816725;3
Romania;15600803;3900200.7500;19/12/2021;11911117;849375;4
Hong Kong;9766807;4883403.5000;20/12/2021;6119817;3646990;2
Italy;106515190;26628797.5000;20/12/2021;74259284;1502434;4
Latvia;2477214;619303.5000;20/12/2021;1405596;262497;4
Peru;47867490;15955830.0000;20/12/2021;25826164;3836283;3
Romania;15630621;3907655.2500;20/12/2021;11935142;849395;4
South Korea;96663935;19332787.0000;20/12/2021;56824921;1;5
Switzerland;13244840;4414946.6667;20/12/2021;8390938;50769;3
Ukraine;27484089;5496817.8000;20/12/2021;11881975;20680;5
United States;495733300;165244433.3333;20/12/2021;288825557;17438700;3
Uruguay;5430196;1810065.3333;20/12/2021;3247805;90721;3
Argentina;75211465;12535244.1667;20/12/2021;24905140;176019;6
Chile;33043256;8260814.0000;20/12/2021;24307461;545249;4
Czechia;15025789;3756447.2500;20/12/2021;12455145;404951;4
Ecuador;26917585;6729396.2500;20/12/2021;15149719;463517;4
European Union;697331095;77481232.7778;20/12/2021;517058967;0;9
France;119091036;29772759.0000;20/12/2021;95030085;1082968;4
Germany;144154647;28830929.4000;20/12/2021;107990480;0;5
Argentina;75561730;12593621.6667;21/12/2021;24993613;179083;6
Chile;33075635;8268908.7500;21/12/2021;24334370;545418;4
Czechia;15113553;3778388.2500;21/12/2021;12530729;405305;4
Ecuador;27015074;6753768.5000;21/12/2021;15202236;464675;4
European Union;700074984;77786109.3333;21/12/2021;518526795;0;9
France;119925376;29981344.0000;21/12/2021;95503141;1083036;4
Germany;145374011;29074802.2000;21/12/2021;108679362;0;5
Hong Kong;9779304;4889652.0000;21/12/2021;6126807;3652497;2
Italy;94910981;31636993.6667;21/12/2021;74463149;1502563;3
Latvia;2227739;742579.6667;21/12/2021;1410529;281859;3
Peru;48239189;16079729.6667;21/12/2021;26115610;3856909;3
Romania;15658705;3914676.2500;21/12/2021;11956650;849419;4
South Korea;97474513;19494902.6000;21/12/2021;57331390;1;5
Switzerland;13339011;4446337.0000;21/12/2021;8447585;51290;3
Ukraine;27603218;5520643.6000;21/12/2021;11942545;20680;5
United States;496867809;165622603.0000;21/12/2021;289538081;17454967;3
Uruguay;5431188;1810396.0000;21/12/2021;3247809;90723;3
South Korea;98230125;19646025.0000;22/12/2021;57833330;1;5
Switzerland;13431226;4477075.3333;22/12/2021;8501174;51887;3
Ukraine;27720661;5544132.2000;22/12/2021;12003727;20680;5
United States;498504569;166168189.6667;22/12/2021;290516041;17484608;3
Uruguay;5432461;1810820.3333;22/12/2021;3247813;90723;3
Argentina;75886701;12647783.5000;22/12/2021;25078713;181703;6
Chile;33102668;8275667.0000;22/12/2021;24356530;545547;4
Czechia;15189282;3797320.5000;22/12/2021;12596538;405570;4
Ecuador;27103281;6775820.2500;22/12/2021;15239156;466139;4
European Union;702655124;78072791.5556;22/12/2021;519901525;0;9
France;120637793;30159448.2500;22/12/2021;95905349;1083117;4
Germany;146574749;29314949.8000;22/12/2021;109356971;0;5
Hong Kong;9785053;4892526.5000;22/12/2021;6128307;3656746;2
Italy;95463708;31821236.0000;22/12/2021;74667451;1502712;3
Latvia;2241285;747095.0000;22/12/2021;1416335;282320;3
Peru;48569443;16189814.3333;22/12/2021;26373589;3874162;3
Romania;15683688;3920922.0000;22/12/2021;11975646;849447;4
Hong Kong;9803687;4901843.5000;23/12/2021;6137920;3665767;2
Italy;95958097;31986032.3333;23/12/2021;74850109;1502804;3
Latvia;2249878;749959.3333;23/12/2021;1420345;282704;3
Peru;48808906;16269635.3333;23/12/2021;26552765;3887456;3
Romania;15705974;3926493.5000;23/12/2021;11992761;849462;4
South Korea;98946345;19789269.0000;23/12/2021;58311875;1;5
Switzerland;13509943;4503314.3333;23/12/2021;8546881;52247;3
Ukraine;27834543;5566908.6000;23/12/2021;12063426;20680;5
United States;499711669;166570556.3333;23/12/2021;291318945;17501026;3
Uruguay;5432587;1810862.3333;23/12/2021;3247817;90723;3
Argentina;76123242;12687207.0000;23/12/2021;25139133;183200;6
Chile;33122754;8280688.5000;23/12/2021;24372540;545627;4
Czechia;15225095;3806273.7500;23/12/2021;12628331;405782;4
Ecuador;27184143;6796035.7500;23/12/2021;15271426;467354;4
European Union;704579411;78286601.2222;23/12/2021;520908337;0;9
France;121190466;30297616.5000;23/12/2021;96220986;1083206;4
Germany;147385282;29477056.4000;23/12/2021;109812570;0;5
Argentina;76136015;12689335.8333;24/12/2021;25141732;183387;6
Austria;16330130;3266026.0000;24/12/2021;12916488;0;5
Belgium;21374943;4274988.6000;24/12/2021;15964563;0;5
Bulgaria;3657970;914492.5000;24/12/2021;2310809;408650;4
Chile;33127065;8281766.2500;24/12/2021;24375750;545648;4
Croatia;4662249;1165562.2500;24/12/2021;3460781;188607;4
Cyprus;1453139;363284.7500;24/12/2021;1054424;25739;4
Czechia;15225654;3806413.5000;24/12/2021;12628775;405794;4
Denmark;10949321;2737330.2500;24/12/2021;9301224;46858;4
Ecuador;27192880;6798220.0000;24/12/2021;15274398;467535;4
Estonia;1854081;463520.2500;24/12/2021;1344783;74804;4
European Union;712247440;79138604.4444;24/12/2021;525312457;0;9
Finland;9494499;2373624.7500;24/12/2021;7742905;0;4
France;121337696;30334424.0000;24/12/2021;96313611;1083263;4
Germany;147464185;29492837.0000;24/12/2021;109855609;0;5
Hong Kong;9819050;4909525.0000;24/12/2021;6146198;3672852;2
Hungary;15011792;2501965.3333;24/12/2021;8440854;304684;6
Ireland;9580300;2395075.0000;24/12/2021;7206731;237813;4
Italy;96195847;32065282.3333;24/12/2021;74928725;1502855;3
Latvia;2250059;750019.6667;24/12/2021;1420421;282712;3
Liechtenstein;63554;21184.6667;24/12/2021;42957;226;3
Lithuania;4030298;1007574.5000;24/12/2021;2920070;275902;4
Luxembourg;957697;239424.2500;24/12/2021;643310;40825;4
Malta;1012880;253220.0000;24/12/2021;624022;31890;4
Netherlands;27976617;5595323.4000;24/12/2021;20484168;0;5
Norway;9662635;2415658.7500;24/12/2021;7720531;6958;4
Peru;48887247;16295749.0000;24/12/2021;26608111;3891223;3
Poland;44024482;8804896.4000;24/12/2021;32901162;0;5
Portugal;18227099;3037849.8333;24/12/2021;12462170;962;6
Romania;15719411;3929852.7500;24/12/2021;12001740;849470;4
Slovakia;5166424;1291606.0000;24/12/2021;4362992;37711;4
Slovenia;2708118;677029.5000;24/12/2021;2024133;136147;4
South Korea;99870944;19974188.8000;24/12/2021;58924267;1;5
Spain;85733061;21433265.2500;24/12/2021;59091009;1979936;4
Sweden;16578640;4144660.0000;24/12/2021;12906978;0;4
Switzerland;13528762;4509587.3333;24/12/2021;8558104;52377;3
Ukraine;27951765;5590353.0000;24/12/2021;12127680;20680;5
Uruguay;5432597;1810865.6667;24/12/2021;3247817;90723;3
South Korea;99946870;19989374.0000;25/12/2021;58981970;1;5
Switzerland;13529587;4509862.3333;25/12/2021;8558708;52377;3
Ukraine;27980023;5596004.6000;25/12/2021;12143322;20680;5
Uruguay;5432597;1810865.6667;25/12/2021;3247817;90723;3
Argentina;76136727;12689454.5000;25/12/2021;25141923;183393;6
Chile;33127067;8281766.7500;25/12/2021;24375751;545648;4
Czechia;13932977;6966488.5000;25/12/2021;12628787;1304190;2
Ecuador;27205912;6801478.0000;25/12/2021;15279904;467878;4
European Union;712333895;79148210.5556;25/12/2021;525357069;0;9
France;121349476;30337369.0000;25/12/2021;96322436;1083276;4
Germany;147500154;29500030.8000;25/12/2021;109873890;0;5
Hong Kong;9832164;4916082.0000;25/12/2021;6153971;3678193;2
Italy;96232493;32077497.6667;25/12/2021;74944747;1502868;3
Latvia;2513098;628274.5000;25/12/2021;1420730;262498;4
Peru;48920855;16306951.6667;25/12/2021;26636467;3891997;3
Romania;15720896;3930224.0000;25/12/2021;12002903;849478;4
Hong Kong;9844039;4922019.5000;26/12/2021;6161139;3682900;2
Italy;96416029;32138676.3333;26/12/2021;74999363;1502894;3
Latvia;2251044;750348.0000;26/12/2021;1420939;282755;3
Peru;49105472;16368490.6667;26/12/2021;26787071;3897509;3
Romania;15724114;3931028.5000;26/12/2021;12005699;849482;4
South Korea;99977783;19995556.6000;26/12/2021;59007083;1;5
Switzerland;13532637;4510879.0000;26/12/2021;8561617;52378;3
Ukraine;28009499;5601899.8000;26/12/2021;12160788;20680;5
Uruguay;5432603;1810867.6667;26/12/2021;3247817;90724;3
Argentina;76189684;12698280.6667;26/12/2021;25155193;183721;6
Chile;33127290;8281822.5000;26/12/2021;24375901;545649;4
Czechia;13934282;6967141.0000;26/12/2021;12629915;1304367;2
Ecuador;27213319;6803329.7500;26/12/2021;15281901;468131;4
European Union;712660802;79184533.5556;26/12/2021;525489244;0;9
France;121417635;30354408.7500;26/12/2021;96359747;1083284;4
Germany;147570399;29514079.8000;26/12/2021;109910005;0;5
Argentina;76619365;12769894.1667;27/12/2021;25259049;187032;6
Chile;33161597;8290399.2500;27/12/2021;24403690;545831;4
Czechia;14403092;4801030.6667;27/12/2021;12685546;406009;3
Ecuador;27304608;6826152.0000;27/12/2021;15313582;470034;4
European Union;714513948;79390438.6667;27/12/2021;526382582;0;9
France;121982253;30495563.2500;27/12/2021;96666693;1083361;4
Germany;148166921;29633384.2000;27/12/2021;110210604;0;5
Hong Kong;9855686;4927843.0000;27/12/2021;6168518;3687168;2
Italy;97013094;32337698.0000;27/12/2021;75207664;1502959;3
Latvia;2524070;631017.5000;27/12/2021;1425537;262499;4
Peru;49416445;16472148.3333;27/12/2021;27027605;3910507;3
Romania;15745511;3936377.7500;27/12/2021;12022962;849487;4
South Korea;100883059;20176611.8000;27/12/2021;59642780;1;5
Switzerland;13601827;4533942.3333;27/12/2021;8604718;52709;3
Ukraine;28055523;5611104.6000;27/12/2021;12187698;20680;5
United States;502967918;167655972.6667;27/12/2021;293282214;17554817;3
Uruguay;5433786;1811262.0000;27/12/2021;3247820;90726;3
South Korea;101593913;20318782.6000;28/12/2021;60114840;1;5
Switzerland;13676208;4558736.0000;28/12/2021;8650784;53033;3
Ukraine;28186652;5637330.4000;28/12/2021;12263199;20680;5
United States;504500129;168166709.6667;28/12/2021;294235928;17576911;3
Uruguay;5435098;1811699.3333;28/12/2021;3247827;90726;3
Argentina;77140145;12856690.8333;28/12/2021;25357665;191531;6
Chile;33198956;8299739.0000;28/12/2021;24434697;545984;4
Czechia;15361578;3840394.5000;28/12/2021;12748081;406215;4
Ecuador;27411962;6852990.5000;28/12/2021;15352861;472419;4
European Union;716689867;79632207.4444;28/12/2021;527463684;0;9
France;122679873;30669968.2500;28/12/2021;97044567;1083421;4
Germany;148883897;29776779.4000;28/12/2021;110583106;0;5
Hong Kong;9878736;4939368.0000;28/12/2021;6181019;3697717;2
Italy;97664594;32554864.6667;28/12/2021;75450429;1503026;3
Latvia;2536648;634162.0000;28/12/2021;1431028;262514;4
Peru;49740304;16580101.3333;28/12/2021;27278626;3924085;3
Romania;15771186;3942796.5000;28/12/2021;12042897;849494;4
Hong Kong;9886968;4943484.0000;29/12/2021;6183530;3703438;2
Italy;98305452;32768484.0000;29/12/2021;75693993;1503071;3
Latvia;2286436;762145.3333;29/12/2021;1436883;283869;3
Peru;50019892;16673297.3333;29/12/2021;27493573;3936792;3
Romania;15796781;3949195.2500;29/12/2021;12062944;849499;4
South Korea;102229478;20445895.6000;29/12/2021;60555344;1;5
Switzerland;13752458;4584152.6667;29/12/2021;8695196;53412;3
Ukraine;28303694;5660738.8000;29/12/2021;12330849;20680;5
United States;505779970;168593323.3333;29/12/2021;295020731;17596594;3
Uruguay;5435724;1811908.0000;29/12/2021;3247827;90726;3
Argentina;77635209;12939201.5000;29/12/2021;25453987;197962;6
Chile;33234778;8308694.5000;29/12/2021;24464396;546112;4
Czechia;15430063;3857515.7500;29/12/2021;12807396;406421;4
Ecuador;27501719;6875429.7500;29/12/2021;15382579;474798;4
European Union;718775066;79863896.2222;29/12/2021;528502414;0;9
France;123302523;30825630.7500;29/12/2021;97377917;1083498;4
Germany;149599206;29919841.2000;29/12/2021;110959705;0;5
Argentina;78058787;13009797.8333;30/12/2021;25533900;203953;6
Chile;33266720;8316680.0000;30/12/2021;24490380;546213;4
Czechia;14596434;4865478.0000;30/12/2021;12854368;406569;3
Ecuador;27561198;6890299.5000;30/12/2021;15402171;476541;4
European Union;720525529;80058392.1111;30/12/2021;529363699;0;9
France;123830354;30957588.5000;30/12/2021;97658029;1083562;4
Germany;150158842;30031768.4000;30/12/2021;111250728;0;5
Hong Kong;9907421;4953710.5000;30/12/2021;6192758;3714663;2
Italy;111053694;27763423.5000;30/12/2021;75918576;1503167;4
Latvia;2293716;764572.0000;30/12/2021;1440442;284244;3
Peru;50234815;16744938.3333;30/12/2021;27651992;3946490;3
Romania;15816487;3954121.7500;30/12/2021;12077980;849502;4
South Korea;102871510;20574302.0000;30/12/2021;61010911;1;5
Switzerland;13818316;4606105.3333;30/12/2021;8736117;53694;3
Ukraine;28405399;5681079.8000;30/12/2021;12391495;20680;5
United States;507123073;169041024.3333;30/12/2021;295858234;17613846;3
Uruguay;5435968;1811989.3333;30/12/2021;3247830;90726;3
South Korea;103722035;20744407.0000;31/12/2021;61598385;1;5
Spain;87606063;21901515.7500;31/12/2021;59664276;1979966;4
Sweden;16721060;4180265.0000;31/12/2021;13008517;0;4
Switzerland;13836918;4612306.0000;31/12/2021;8748298;53777;3
Ukraine;28457565;5691513.0000;31/12/2021;12423868;20680;5
Uruguay;5435970;1811990.0000;31/12/2021;3247831;90727;3
Argentina;78090547;13015091.1667;31/12/2021;25539384;204112;6
Austria;16561243;3312248.6000;31/12/2021;13129584;0;5
Belgium;21695085;4339017.0000;31/12/2021;16078523;0;5
Bulgaria;3703254;925813.5000;31/12/2021;2344709;414300;4
Chile;33273626;8318406.5000;31/12/2021;24495683;546231;4
Croatia;4742632;1185658.0000;31/12/2021;3528198;190025;4
Cyprus;1488817;372204.2500;31/12/2021;1072696;26428;4
Czechia;14607393;4869131.0000;31/12/2021;12864650;406603;3
Denmark;11304455;2826113.7500;31/12/2021;9605309;46865;4
Ecuador;27566331;6891582.7500;31/12/2021;15403412;476711;4
Estonia;1880565;470141.2500;31/12/2021;1364995;75382;4
European Union;727875789;80875087.6667;31/12/2021;533089687;0;9
Finland;9789103;2447275.7500;31/12/2021;7938850;0;4
France;123982891;30995722.7500;31/12/2021;97743767;1083592;4
Germany;150283755;30056751.0000;31/12/2021;111319595;0;5
Hong Kong;9925625;4962812.5000;31/12/2021;6200765;3724860;2
Hungary;15079197;2513199.5000;31/12/2021;8494539;306384;6
Ireland;8589629;2863209.6667;31/12/2021;7300116;237839;3
Italy;99169100;33056366.6667;31/12/2021;76017818;1503428;3
Latvia;2293799;764599.6667;31/12/2021;1440489;284247;3
Liechtenstein;63631;21210.3333;31/12/2021;43021;226;3
Lithuania;4120142;1030035.5000;31/12/2021;2997629;281798;4
Luxembourg;986163;246540.7500;31/12/2021;647974;40974;4
Malta;1054664;263666.0000;31/12/2021;637501;31899;4
Netherlands;29609594;5921918.8000;31/12/2021;20962978;0;5
Norway;9776374;2444093.5000;31/12/2021;7789277;6982;4
Peru;50303979;16767993.0000;31/12/2021;27698318;3949419;3
Poland;44740029;8948005.8000;31/12/2021;33551704;0;5
Portugal;18644967;3107494.5000;31/12/2021;12744755;963;6
Romania;15824909;3956227.2500;31/12/2021;12084165;849503;4
Slovakia;5273847;1757949.0000;31/12/2021;4497296;166933;3
Slovenia;2734835;683708.7500;31/12/2021;2049054;136149;4
Hong Kong;9943963;4971981.5000;01/01/2022;6212270;3731693;2
Iceland;1;0.2500;01/01/2022;1;0;4
Italy;111407780;27851945.0000;01/01/2022;76041646;1503455;4
Latvia;2009633;1004816.5000;01/01/2022;1440538;569095;2
Peru;50324971;16774990.3333;01/01/2022;27715232;3949808;3
Romania;14976123;4992041.0000;01/01/2022;12084753;954505;3
South Korea;103765846;20753169.2000;01/01/2022;61633758;1;5
Switzerland;13838224;4612741.3333;01/01/2022;8749205;53777;3
Ukraine;28457565;5691513.0000;01/01/2022;12423868;20680;5
Uruguay;5435971;1811990.3333;01/01/2022;3247831;90727;3
Argentina;78094983;13015830.5000;01/01/2022;25539984;204154;6
Chile;33273638;8318409.5000;01/01/2022;24495691;546231;4
Czechia;14607456;4869152.0000;01/01/2022;12864695;406608;3
Ecuador;27567784;6891946.0000;01/01/2022;15403665;476767;4
European Union;727990949;80887883.2222;01/01/2022;533136258;0;9
France;123995614;30998903.5000;01/01/2022;97752680;1083603;4
Germany;150312176;30062435.2000;01/01/2022;111332743;0;5
Argentina;78198046;13033007.6667;02/01/2022;25556393;205483;6
Chile;33273734;8318433.5000;02/01/2022;24495731;546231;4
Czechia;14622713;4874237.6667;02/01/2022;12878469;406653;3
Ecuador;27574142;6893535.5000;02/01/2022;15404774;476977;4
European Union;728581993;80953554.7778;02/01/2022;533392603;0;9
France;124071688;31017922.0000;02/01/2022;97792682;1083659;4
Germany;150466126;30093225.2000;02/01/2022;111414713;0;5
Hong Kong;9965870;4982935.0000;02/01/2022;6226077;3739793;2
Iceland;2;0.5000;02/01/2022;1;0;4
Italy;99581576;33193858.6667;02/01/2022;76157140;1503535;3
Latvia;2295175;765058.3333;02/01/2022;1441257;284281;3
Peru;50438697;16812899.0000;02/01/2022;27806935;3951590;3
Romania;15830772;3957693.0000;02/01/2022;12089139;849504;4
South Korea;103788051;20757610.2000;02/01/2022;61652156;1;5
Switzerland;13843956;4614652.0000;02/01/2022;8753588;53777;3
Ukraine;28457565;5691513.0000;02/01/2022;12423868;20680;5
Uruguay;5435973;1811991.0000;02/01/2022;3247831;90727;3
South Korea;104398191;20879638.2000;03/01/2022;62119426;1;5
Switzerland;13916853;4638951.0000;03/01/2022;8799755;54087;3
Ukraine;28493854;5698770.8000;03/01/2022;12444866;20680;5
Uruguay;5437608;1812536.0000;03/01/2022;3247849;90728;3
Argentina;78685015;13114169.1667;03/01/2022;25636496;216214;6
Chile;33310197;8327549.2500;03/01/2022;24525104;546351;4
Czechia;15581695;3895423.7500;03/01/2022;12941454;406887;4
Ecuador;27660809;6915202.2500;03/01/2022;15422187;479543;4
European Union;730409658;81156628.6667;03/01/2022;534262735;0;9
France;124684062;31171015.5000;03/01/2022;98092156;1083763;4
Germany;150946639;30189327.8000;03/01/2022;111665458;0;5
Hong Kong;10004711;5002355.5000;03/01/2022;6244926;3759785;2
Iceland;771;192.7500;03/01/2022;689;0;4
Italy;100210010;33403336.6667;03/01/2022;76390213;1503649;3
Latvia;2303543;767847.6667;03/01/2022;1445334;284593;3
Peru;50684556;16894852.0000;03/01/2022;27990630;3956416;3
Romania;15856687;3964171.7500;03/01/2022;12108917;849512;4
Hong Kong;10043815;5021907.5000;04/01/2022;6264148;3779667;2
Iceland;1893;473.2500;04/01/2022;1718;0;4
Italy;100899557;33633185.6667;04/01/2022;76654398;1503783;3
Latvia;2315538;771846.0000;04/01/2022;1450799;284944;3
Peru;50956653;16985551.0000;04/01/2022;28195388;3961582;3
Romania;15887687;3971921.7500;04/01/2022;12132696;849516;4
South Korea;104847205;20969441.0000;04/01/2022;62457685;1;5
Switzerland;14002998;4667666.0000;04/01/2022;8852352;54380;3
Ukraine;28596332;5719266.4000;04/01/2022;12503378;20680;5
United States;512127105;170709035.0000;04/01/2022;298939402;17695795;3
Uruguay;5439106;1813035.3333;04/01/2022;3247855;90728;3
Argentina;79231892;13205315.3333;04/01/2022;25734218;225008;6
Chile;33348677;8337169.2500;04/01/2022;24556403;546455;4
Czechia;15670952;3917738.0000;04/01/2022;13018275;407148;4
Ecuador;27770818;6942704.5000;04/01/2022;15444781;482617;4
European Union;732722477;81413608.5556;04/01/2022;535409057;0;9
France;125475485;31368871.2500;04/01/2022;98481578;1083824;4
Germany;151646236;30329247.2000;04/01/2022;112052108;0;5
Argentina;79772964;13295494.0000;05/01/2022;25838819;233936;6
Chile;33380382;8345095.5000;05/01/2022;24582103;546602;4
Czechia;15765352;3941338.0000;05/01/2022;13099757;407389;4
Ecuador;27889104;6972276.0000;05/01/2022;15467499;485924;4
European Union;735059292;81673254.6667;05/01/2022;536603538;0;9
France;126189269;31547317.2500;05/01/2022;98849778;1083898;4
Germany;152461415;30492283.0000;05/01/2022;112510372;0;5
Hong Kong;10082454;5041227.0000;05/01/2022;6283887;3798567;2
Iceland;4072;1018.0000;05/01/2022;3768;1;4
Italy;101567206;33855735.3333;05/01/2022;76909361;1503846;3
Latvia;2328581;776193.6667;05/01/2022;1456731;285255;3
Peru;51272127;17090709.0000;05/01/2022;28440277;3967176;3
Romania;15920447;3980111.7500;05/01/2022;12158336;849525;4
South Korea;105278990;21055798.0000;05/01/2022;62801604;1;5
Switzerland;14089066;4696355.3333;05/01/2022;8903956;54733;3
Ukraine;28701176;5740235.2000;05/01/2022;12564010;20680;5
United States;513300641;171100213.6667;05/01/2022;299669968;17716925;3
Uruguay;5439868;1813289.3333;05/01/2022;3247856;90729;3
South Korea;105767284;21153456.8000;06/01/2022;63201604;1;5
Switzerland;14175822;4725274.0000;06/01/2022;8959412;55090;3
Ukraine;28773017;5754603.4000;06/01/2022;12611453;20680;5
United States;514622127;171540709.0000;06/01/2022;300486092;17739932;3
Uruguay;5439870;1813290.0000;06/01/2022;3247857;90729;3
Argentina;80315121;13385853.5000;06/01/2022;25945273;242366;6
Chile;33425535;8356383.7500;06/01/2022;24620933;546751;4
Czechia;15867280;3966820.0000;06/01/2022;13187289;407597;4
